1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 267.68127),(2 163.9731),(3 322.0282),(4 194.66371),(5 341.5866),(6 207.17473),(7 350.8429),(8 215.01817),(9 359.97598),(10 223.71162),(11 362.04483),(12 226.37903),(13 364.4421),(14 230.3887),(15 367.2184),(16 230.3582),(17 370.0522),(18 235.22551),(19 371.13852),(20 234.13025),(21 372.73605),(22 234.42995),(23 373.83173),(24 237.92104),(25 369.9396),(26 236.06364),(27 374.69156),(28 235.74106),(29 375.75635),(30 238.07573),(31 376.0539),(32 240.95831),(33 377.98544),(34 242.03891),(35 378.0895),(36 242.00389),(37 378.34912),(38 242.69807),(39 379.14365),(40 243.8607),(41 381.1302),(42 244.91054),(43 381.23386),(44 245.06859),(45 382.69797),(46 245.496),(47 383.01855),(48 245.56232),(49 381.92856),(50 243.23521),(51 380.1273),(52 242.76646),(53 379.44232),(54 243.15897),(55 376.7622),(56 243.0884),(57 378.10782),(58 241.77408),(59 376.68396),(60 242.62842),(61 376.86517),(62 243.39929),(63 376.31622),(64 242.3094),(65 379.12747),(66 242.97191),(67 380.05368),(68 244.6184),(69 383.45392),(70 246.34729),(71 381.77454),(72 244.24356),(73 382.08295),(74 243.55951),(75 383.48956),(76 244.01646),(77 384.51422),(78 243.82481),(79 382.93826),
(1 268.89334),(2 162.60246),(3 323.8365),(4 192.1543),(5 342.4458),(6 205.1182),(7 350.59247),(8 213.16129),(9 361.1685),(10 222.65675),(11 364.61874),(12 226.6569),(13 368.0829),(14 230.68037),(15 372.1082),(16 231.62111),(17 374.02667),(18 233.83739),(19 374.83472),(20 236.42165),(21 377.88135),(22 234.06496),(23 377.5202),(24 236.75705),(25 378.73392),(26 240.694),(27 381.32724),(28 239.32384),(29 381.79453),(30 240.74812),(31 382.51816),(32 241.99588),(33 381.50305),(34 244.01294),(35 386.09537),(36 249.40477),(37 390.29776),(38 250.99754),(39 387.4389),(40 247.94806),(41 392.61044),(42 250.85626),(43 390.5488),(44 249.11346),(45 391.0411),(46 250.04416),(47 389.17178),(48 250.06244),(49 390.4722),(50 251.0247),(51 389.31793),(52 249.26439),(53 387.45142),(54 251.85384),(55 388.64093),(56 247.86363),(57 387.27863),(58 248.48018),(59 390.29614),(60 250.94257),(61 391.64163),(62 251.56978),(63 390.5009),(64 254.2433),(65 395.10013),(66 254.78867),(67 394.60178),(68 256.51154),(69 397.58194),(70 256.36047),(71 397.6894),(72 255.64049),(73 400.11728),(74 259.57913),(75 399.50275),(76 255.42314),(77 395.54617),(78 255.16504),(79 395.3708),
(1 268.39597),(2 156.37454),(3 315.87994),(4 183.2565),(5 334.08887),(6 195.48701),(7 341.80173),(8 202.21002),(9 348.79526),(10 210.48607),(11 354.9799),(12 215.41893),(13 357.37698),(14 219.16048),(15 362.0417),(16 220.75667),(17 362.59946),(18 224.80264),(19 366.545),(20 227.7077),(21 368.1053),(22 227.80049),(23 367.29346),(24 229.17093),(25 369.92908),(26 231.22748),(27 368.62296),(28 230.01927),(29 371.31833),(30 231.03204),(31 371.31067),(32 232.6136),(33 373.0346),(34 233.96454),(35 371.25546),(36 234.64096),(37 375.06876),(38 235.9529),(39 374.23886),(40 235.16512),(41 376.27466),(42 235.2017),(43 375.78476),(44 235.84634),(45 375.5027),(46 236.87611),(47 373.01447),(48 233.27014),(49 369.28604),(50 231.13266),(51 368.59964),(52 231.54482),(53 372.41672),(54 234.41292),(55 371.6339),(56 231.00385),(57 371.13193),(58 229.19028),(59 365.51505),(60 228.92783),(61 368.62714),(62 230.03314),(63 368.68518),(64 231.96716),(65 369.01312),(66 231.44154),(67 372.05087),(68 234.1433),(69 374.38898),(70 235.00592),(71 374.60007),(72 237.17332),(73 378.7007),(74 239.39957),(75 377.4438),(76 239.49245),(77 379.08228),(78 237.33495),(79 375.65628),
(1 259.13126),(2 153.422),(3 309.7659),(4 183.36728),(5 327.2058),(6 194.3319),(7 334.30753),(8 201.60301),(9 342.81683),(10 210.59438),(11 345.5113),(12 214.7487),(13 348.6113),(14 215.08226),(15 351.96326),(16 215.35045),(17 352.66177),(18 219.75238),(19 354.10797),(20 220.29507),(21 356.16348),(22 220.35008),(23 356.8474),(24 223.09584),(25 356.61124),(26 226.81839),(27 360.65393),(28 227.17601),(29 362.1272),(30 227.08037),(31 360.63028),(32 226.53954),(33 362.4547),(34 230.13673),(35 364.7452),(36 232.40042),(37 366.79745),(38 233.40836),(39 365.1123),(40 232.11461),(41 365.35455),(42 230.9336),(43 364.5074),(44 230.60277),(45 365.92786),(46 231.58719),(47 363.45868),(48 231.0473),(49 363.2047),(50 227.7461),(51 360.09824),(52 228.8367),(53 363.5422),(54 230.71521),(55 363.92795),(56 228.50383),(57 364.69632),(58 229.97191),(59 363.25574),(60 229.69582),(61 365.40332),(62 227.6844),(63 362.97153),(64 229.88919),(65 363.86618),(66 228.69083),(67 364.9273),(68 233.06766),(69 368.6105),(70 234.07904),(71 369.77045),(72 235.01204),(73 370.72617),(74 235.94803),(75 371.94333),(76 235.75597),(77 371.23694),(78 235.83574),(79 371.25845),
(1 262.44647),(2 155.59631),(3 314.34262),(4 187.46614),(5 335.20804),(6 199.76482),(7 340.8178),(8 205.54439),(9 349.23877),(10 213.57007),(11 352.7034),(12 215.70375),(13 355.85104),(14 219.32454),(15 356.99005),(16 221.4085),(17 360.31528),(18 226.22462),(19 364.4029),(20 227.44936),(21 366.67987),(22 228.11255),(23 365.73254),(24 230.40997),(25 367.94165),(26 233.89914),(27 370.2566),(28 235.68471),(29 372.95352),(30 235.32977),(31 372.06238),(32 236.10725),(33 373.7407),(34 239.0992),(35 376.49713),(36 240.83928),(37 377.82214),(38 239.60725),(39 376.13525),(40 238.23445),(41 376.538),(42 239.92767),(43 374.5151),(44 240.83488),(45 381.6753),(46 240.67473),(47 377.79053),(48 238.65022),(49 373.17474),(50 235.04314),(51 373.4104),(52 236.00249),(53 372.223),(54 236.09741),(55 373.4839),(56 234.72748),(57 372.49683),(58 233.18044),(59 370.8394),(60 232.23404),(61 371.72525),(62 232.97183),(63 370.26886),(64 235.15787),(65 374.75162),(66 236.5598),(67 373.5717),(68 235.92107),(69 375.04108),(70 237.5336),(71 374.38113),(72 236.20363),(73 378.18088),(74 238.71864),(75 378.1226),(76 239.60338),(77 375.81015),(78 237.53687),(79 375.8999),
(1 255.48958),(2 153.07626),(3 304.9869),(4 182.20966),(5 324.22125),(6 194.76756),(7 332.99268),(8 201.85912),(9 339.04517),(10 211.21164),(11 345.59625),(12 212.42351),(13 351.576),(14 222.27371),(15 357.29285),(16 222.0504),(17 356.67032),(18 225.89836),(19 357.35535),(20 225.63107),(21 356.6539),(22 222.75708),(23 356.43564),(24 221.4531),(25 355.1415),(26 223.49873),(27 354.393),(28 223.02827),(29 356.74484),(30 227.49532),(31 358.79218),(32 228.03528),(33 357.97333),(34 228.98703),(35 361.1984),(36 230.71239),(37 362.6253),(38 231.51451),(39 360.54907),(40 230.50307),(41 361.72415),(42 234.51492),(43 362.5537),(44 238.11728),(45 370.07788),(46 237.96504),(47 368.2204),(48 239.7419),(49 370.65887),(50 241.16188),(51 371.40936),(52 240.28656),(53 370.51337),(54 241.08554),(55 369.38184),(56 238.80785),(57 368.69482),(58 235.48766),(59 364.50565),(60 234.18816),(61 363.99277),(62 233.68184),(63 363.85),(64 235.36172),(65 366.67117),(66 233.71494),(67 365.0429),(68 233.62709),(69 364.0429),(70 233.5718),(71 364.01996),(72 236.38664),(73 366.73325),(74 235.35469),(75 365.6821),(76 234.81223),(77 365.10672),(78 236.13431),(79 362.39676),
(1 254.2541),(2 147.71101),(3 301.6227),(4 178.30298),(5 324.37314),(6 191.06781),(7 329.42706),(8 196.91005),(9 337.4202),(10 203.83537),(11 341.6347),(12 206.2014),(13 344.8057),(14 212.52763),(15 348.42938),(16 215.79477),(17 349.6229),(18 216.74747),(19 351.2043),(20 216.44878),(21 350.88116),(22 218.12445),(23 354.7738),(24 220.70197),(25 356.96942),(26 222.40787),(27 356.40082),(28 222.06084),(29 360.12546),(30 228.54312),(31 360.32706),(32 226.62769),(33 359.96155),(34 228.50189),(35 361.6639),(36 228.91858),(37 362.63998),(38 230.80972),(39 363.85507),(40 233.56372),(41 368.41107),(42 235.43716),(43 366.96738),(44 235.72797),(45 367.88632),(46 236.02153),(47 367.61304),(48 235.93906),(49 368.7235),(50 235.85487),(51 369.35767),(52 234.83209),(53 370.01477),(54 234.9595),(55 366.24817),(56 231.88586),(57 366.81516),(58 230.43591),(59 363.75266),(60 231.06769),(61 366.8482),(62 232.88649),(63 364.6111),(64 230.42683),(65 366.59317),(66 231.5631),(67 363.53162),(68 229.67616),(69 365.11496),(70 231.91068),(71 368.22363),(72 234.45973),(73 370.2009),(74 235.50957),(75 371.1782),(76 237.05196),(77 372.0236),(78 238.39459),(79 371.73712),
(1 250.0893),(2 148.5907),(3 296.3642),(4 176.18317),(5 312.7117),(6 185.8555),(7 320.20883),(8 193.62042),(9 328.34027),(10 198.54686),(11 330.91263),(12 204.00952),(13 334.26868),(14 207.36372),(15 336.97992),(16 209.67516),(17 342.74704),(18 212.80006),(19 344.04797),(20 214.18309),(21 344.57028),(22 215.51367),(23 346.90805),(24 217.14665),(25 347.0421),(26 218.3518),(27 348.7883),(28 220.59042),(29 349.98373),(30 220.66556),(31 347.88535),(32 222.03227),(33 351.24112),(34 222.59238),(35 349.78082),(36 224.75327),(37 352.7675),(38 225.10371),(39 352.68927),(40 227.79611),(41 358.76166),(42 229.5634),(43 357.65118),(44 230.02454),(45 357.24478),(46 228.62613),(47 356.81085),(48 227.95781),(49 358.59048),(50 228.6407),(51 357.5727),(52 227.46773),(53 358.51865),(54 228.30652),(55 354.98096),(56 225.13896),(57 353.60495),(58 222.92822),(59 352.1376),(60 223.4413),(61 355.1088),(62 223.94138),(63 354.53482),(64 224.81834),(65 358.3486),(66 227.62851),(67 356.65112),(68 228.22075),(69 359.12018),(70 230.05457),(71 360.1458),(72 230.6117),(73 360.6763),(74 232.02245),(75 362.20575),(76 232.31445),(77 362.19708),(78 231.52936),(79 360.97913),
(1 248.79391),(2 147.43398),(3 294.62854),(4 175.50528),(5 311.65292),(6 185.21492),(7 319.71008),(8 197.57146),(9 330.87793),(10 203.2418),(11 332.87753),(12 206.39531),(13 339.44525),(14 212.55096),(15 341.0746),(16 213.72054),(17 343.03497),(18 214.26625),(19 343.69952),(20 216.10048),(21 345.3324),(22 218.18964),(23 347.5505),(24 218.76384),(25 345.76392),(26 220.07758),(27 347.81653),(28 219.9863),(29 349.3061),(30 221.3293),(31 349.31976),(32 223.10979),(33 350.87726),(34 223.19893),(35 350.1904),(36 225.03058),(37 352.46985),(38 226.6031),(39 352.1282),(40 227.03033),(41 357.143),(42 229.24744),(43 356.0714),(44 228.57637),(45 359.11005),(46 231.53165),(47 361.00745),(48 232.63193),(49 360.7464),(50 229.95674),(51 355.86172),(52 229.0157),(53 359.34848),(54 228.04314),(55 354.14313),(56 224.2976),(57 354.93784),(58 223.48201),(59 350.56488),(60 222.90732),(61 354.50586),(62 224.56491),(63 351.80753),(64 224.65144),(65 354.71704),(66 225.47801),(67 354.98038),(68 225.82907),(69 355.32086),(70 225.86044),(71 355.92096),(72 226.34874),(73 354.97733),(74 226.4975),(75 355.9644),(76 226.76862),(77 356.89896),(78 228.42459),(79 354.19592),
(1 246.24745),(2 144.19301),(3 291.30994),(4 171.00569),(5 307.85416),(6 183.1573),(7 314.12674),(8 189.1602),(9 322.18848),(10 196.71822),(11 326.29367),(12 200.09663),(13 329.1311),(14 203.35011),(15 330.64313),(16 204.80432),(17 334.81628),(18 209.16934),(19 337.33194),(20 211.02702),(21 337.9998),(22 211.57744),(23 338.61813),(24 213.31215),(25 341.68417),(26 213.70033),(27 341.48413),(28 215.48727),(29 344.54102),(30 215.88884),(31 341.7022),(32 215.80338),(33 342.53622),(34 216.60669),(35 343.06784),(36 219.98091),(37 346.74097),(38 221.1707),(39 346.79767),(40 220.2502),(41 346.36093),(42 222.10904),(43 350.03592),(44 222.80453),(45 350.91205),(46 220.86255),(47 348.94562),(48 222.15347),(49 349.18457),(50 220.30302),(51 346.4991),(52 218.34116),(53 345.60434),(54 218.44583),(55 344.92606),(56 216.08195),(57 346.1868),(58 215.49773),(59 342.7995),(60 215.17627),(61 343.15738),(62 215.45198),(63 344.37506),(64 217.6086),(65 346.8744),(66 219.43059),(67 347.1524),(68 220.14406),(69 350.83356),(70 220.77072),(71 350.62778),(72 221.49777),(73 352.48303),(74 222.07639),(75 350.42798),(76 221.4275),(77 350.86407),(78 223.30716),(79 348.7603),
(1 247.0354),(2 142.40132),(3 290.2516),(4 167.87967),(5 306.12283),(6 178.24916),(7 315.08713),(8 186.72813),(9 320.1495),(10 192.87788),(11 322.5926),(12 193.41977),(13 325.09882),(14 196.46855),(15 326.693),(16 198.5085),(17 329.40274),(18 201.01088),(19 331.38306),(20 204.03542),(21 332.9508),(22 204.40923),(23 333.54166),(24 205.39691),(25 334.15005),(26 206.42834),(27 334.74225),(28 208.88922),(29 340.55634),(30 211.26642),(31 337.99936),(32 211.44298),(33 341.5602),(34 213.71448),(35 341.24164),(36 215.86739),(37 343.32233),(38 216.92937),(39 341.54266),(40 215.9327),(41 344.88104),(42 218.35269),(43 343.94952),(44 216.6072),(45 345.6199),(46 214.90413),(47 342.3627),(48 215.09608),(49 342.3923),(50 213.82687),(51 340.60913),(52 211.92596),(53 339.84772),(54 209.69032),(55 338.21167),(56 211.51505),(57 339.36798),(58 211.3996),(59 336.47733),(60 211.28136),(61 340.94327),(62 213.33096),(63 339.849),(64 212.83078),(65 341.77814),(66 213.1256),(67 341.52512),(68 214.92151),(69 344.1968),(70 217.6917),(71 346.77005),(72 218.34497),(73 348.60806),(74 218.97675),(75 348.88345),(76 220.2627),(77 349.32645),(78 220.43163),(79 350.299),
(1 240.37022),(2 141.72182),(3 286.158),(4 167.15784),(5 303.0517),(6 178.91412),(7 311.35632),(8 187.0851),(9 317.65903),(10 193.8848),(11 321.9229),(12 197.6526),(13 327.07),(14 199.17375),(15 328.49808),(16 202.36621),(17 331.08466),(18 204.81708),(19 330.85718),(20 205.85463),(21 332.01926),(22 206.08755),(23 329.304),(24 203.92526),(25 331.7191),(26 206.39558),(27 332.1735),(28 209.01791),(29 335.18182),(30 209.1777),(31 333.72296),(32 209.8423),(33 338.349),(34 215.89226),(35 340.68604),(36 217.54414),(37 342.2548),(38 217.35416),(39 340.3309),(40 217.2823),(41 341.80457),(42 215.87082),(43 338.5367),(44 214.46297),(45 341.7185),(46 214.68488),(47 337.65988),(48 212.76993),(49 337.68295),(50 213.34653),(51 336.49268),(52 213.44965),(53 335.33856),(54 209.392),(55 333.72217),(56 211.06442),(57 334.7515),(58 207.928),(59 330.23907),(60 209.56044),(61 335.4666),(62 208.61902),(63 334.97488),(64 210.87637),(65 336.99615),(66 212.05374),(67 335.69617),(68 214.15794),(69 339.76138),(70 214.97739),(71 340.6278),(72 218.6913),(73 341.89575),(74 219.67015),(75 342.9705),(76 218.74602),(77 343.23026),(78 219.81488),(79 342.55743),
(1 234.94112),(2 137.05878),(3 279.2464),(4 164.95331),(5 295.41757),(6 175.4064),(7 303.90543),(8 182.57301),(9 312.2703),(10 193.64886),(11 317.28088),(12 195.77771),(13 321.24268),(14 198.70361),(15 323.41977),(16 201.26376),(17 323.28555),(18 202.0909),(19 324.38907),(20 202.59625),(21 325.30847),(22 202.98587),(23 324.3713),(24 204.77467),(25 326.1723),(26 206.58691),(27 328.85806),(28 207.494),(29 329.60168),(30 209.33072),(31 331.67566),(32 211.76512),(33 334.55814),(34 212.94637),(35 334.66428),(36 214.20804),(37 334.97784),(38 214.31128),(39 337.39713),(40 217.07048),(41 341.42535),(42 218.80014),(43 337.57437),(44 218.6775),(45 340.08517),(46 215.99113),(47 336.4472),(48 215.98032),(49 339.08005),(50 215.89725),(51 336.21466),(52 215.06084),(53 336.26535),(54 214.1014),(55 337.1113),(56 215.34479),(57 335.98148),(58 210.6145),(59 332.70358),(60 209.44203),(61 332.68832),(62 211.51239),(63 332.16483),(64 211.47076),(65 334.88956),(66 212.55997),(67 332.7431),(68 211.53442),(69 334.4355),(70 212.7124),(71 333.81564),(72 215.06291),(73 335.95178),(74 215.40639),(75 337.79492),(76 216.80148),(77 337.5486),(78 217.1707),(79 339.20654),
(1 234.42393),(2 134.31796),(3 278.83115),(4 163.536),(5 296.13126),(6 175.50084),(7 306.35364),(8 185.29527),(9 313.3928),(10 192.09589),(11 318.62903),(12 196.34645),(13 321.7717),(14 198.27881),(15 322.65454),(16 199.24864),(17 325.7745),(18 202.59894),(19 327.51202),(20 203.49126),(21 328.2954),(22 204.85626),(23 328.1809),(24 205.10094),(25 328.36932),(26 204.9033),(27 326.51135),(28 202.56009),(29 327.75034),(30 204.69305),(31 328.1799),(32 205.31505),(33 330.56152),(34 206.27208),(35 328.36212),(36 207.07532),(37 330.74658),(38 206.87633),(39 329.02216),(40 206.53923),(41 332.49637),(42 208.68765),(43 329.94385),(44 208.22443),(45 331.48447),(46 208.65852),(47 330.05652),(48 209.03497),(49 332.39603),(50 207.62846),(51 332.9054),(52 209.75519),(53 335.32413),(54 209.71176),(55 331.57477),(56 207.93799),(57 332.00095),(58 208.70097),(59 329.48425),(60 206.55562),(61 331.08813),(62 206.09755),(63 331.84625),(64 207.39886),(65 333.811),(66 210.37517),(67 333.63495),(68 212.78267),(69 336.45258),(70 214.2287),(71 337.02158),(72 214.75868),(73 338.7134),(74 215.30908),(75 340.66406),(76 218.3446),(77 342.59668),(78 217.87593),(79 342.11267),
(1 233.8481),(2 134.93942),(3 275.9363),(4 160.11563),(5 293.50214),(6 171.47853),(7 300.11557),(8 181.67981),(9 307.5822),(10 185.89024),(11 310.63303),(12 189.79024),(13 314.32114),(14 195.24583),(15 319.98822),(16 195.04288),(17 319.85037),(18 200.23239),(19 323.21912),(20 201.24854),(21 324.28952),(22 202.0848),(23 323.6138),(24 201.83539),(25 324.6801),(26 203.10876),(27 324.17905),(28 200.22685),(29 326.6756),(30 203.36064),(31 327.0512),(32 205.93694),(33 329.99487),(34 208.87679),(35 327.90802),(36 206.7365),(37 331.9756),(38 209.90654),(39 329.58932),(40 208.26268),(41 331.76273),(42 206.91185),(43 328.82574),(44 207.04057),(45 329.53677),(46 207.3329),(47 328.72638),(48 206.6483),(49 330.5549),(50 207.09637),(51 329.2347),(52 204.28535),(53 326.91824),(54 205.3246),(55 328.39392),(56 204.11928),(57 327.40024),(58 203.23257),(59 324.34714),(60 201.78851),(61 327.075),(62 204.10332),(63 328.77646),(64 206.56197),(65 331.54214),(66 206.5133),(67 328.24277),(68 207.45753),(69 332.62793),(70 207.34601),(71 332.8766),(72 210.6561),(73 336.23132),(74 214.19194),(75 338.47366),(76 216.01785),(77 337.90936),(78 213.36256),(79 339.7005),
(1 231.8638),(2 136.07536),(3 275.0172),(4 162.20154),(5 293.3452),(6 175.15028),(7 300.06155),(8 181.14087),(9 304.93866),(10 186.99161),(11 310.06998),(12 190.81331),(13 311.8118),(14 193.74754),(15 317.6547),(16 196.50673),(17 319.86844),(18 198.0468),(19 320.15912),(20 200.53838),(21 321.4851),(22 198.68172),(23 321.27875),(24 198.12492),(25 320.96094),(26 199.67027),(27 319.1337),(28 198.44128),(29 321.523),(30 197.25385),(31 319.82864),(32 199.53014),(33 323.14487),(34 202.90309),(35 323.53943),(36 202.58252),(37 324.32635),(38 204.1093),(39 322.3571),(40 204.23985),(41 324.36307),(42 205.4159),(43 324.20407),(44 205.48814),(45 325.00647),(46 205.07498),(47 322.62637),(48 204.18033),(49 324.6177),(50 202.88286),(51 323.6334),(52 203.11887),(53 322.63797),(54 203.11664),(55 324.96722),(56 204.45822),(57 325.63004),(58 204.2161),(59 323.41553),(60 204.39569),(61 325.19754),(62 205.55743),(63 325.21368),(64 205.26965),(65 327.9071),(66 204.54169),(67 324.57706),(68 202.6407),(69 327.82935),(70 203.02318),(71 326.11728),(72 206.1089),(73 326.86243),(74 205.57452),(75 328.775),(76 207.54333),(77 329.02087),(78 205.79115),(79 328.8566),
(1 228.53345),(2 132.59908),(3 272.89413),(4 157.33981),(5 286.21884),(6 168.03009),(7 295.2671),(8 178.04755),(9 303.3376),(10 186.64716),(11 306.29074),(12 186.38428),(13 306.7892),(14 189.55322),(15 309.95016),(16 189.78668),(17 312.92664),(18 192.74792),(19 314.22028),(20 193.3717),(21 317.4856),(22 193.21823),(23 313.7719),(24 194.46437),(25 316.3346),(26 196.80676),(27 315.19193),(28 195.85017),(29 317.72052),(30 199.1205),(31 318.792),(32 200.40268),(33 320.48944),(34 203.12962),(35 322.014),(36 204.80132),(37 324.37854),(38 207.98209),(39 324.61426),(40 207.2656),(41 328.37155),(42 208.7235),(43 325.37598),(44 207.84482),(45 326.91803),(46 207.39548),(47 324.22736),(48 206.5398),(49 325.98944),(50 206.04196),(51 323.1614),(52 203.50581),(53 322.86105),(54 204.09763),(55 320.81482),(56 203.20784),(57 321.61072),(58 203.49834),(59 319.62128),(60 203.70076),(61 322.69046),(62 205.31334),(63 324.66507),(64 205.64275),(65 328.19794),(66 205.81285),(67 326.75204),(68 208.51256),(69 328.7724),(70 208.01299),(71 328.40106),(72 208.70183),(73 329.42197),(74 209.03828),(75 331.01126),(76 212.36386),(77 332.5204),(78 210.90927),(79 331.46606),
(1 220.1863),(2 129.95123),(3 261.80075),(4 154.66023),(5 279.3588),(6 164.6617),(7 285.06122),(8 174.6183),(9 293.3271),(10 179.63107),(11 296.51608),(12 182.45029),(13 300.19583),(14 186.84311),(15 303.36865),(16 188.37035),(17 304.9771),(18 189.62192),(19 304.71274),(20 191.11697),(21 305.38623),(22 189.5178),(23 304.79153),(24 191.04288),(25 307.18613),(26 192.3414),(27 307.00607),(28 193.80733),(29 308.6606),(30 196.01685),(31 308.97104),(32 195.10252),(33 311.03683),(34 195.80702),(35 312.06522),(36 197.67027),(37 314.13284),(38 201.3249),(39 314.52008),(40 199.91632),(41 315.6681),(42 203.60562),(43 318.5218),(44 202.93478),(45 318.84872),(46 205.256),(47 317.55984),(48 204.16821),(49 318.73178),(50 204.34848),(51 317.14307),(52 202.02957),(53 318.08847),(54 203.92192),(55 317.484),(56 202.3034),(57 316.32062),(58 203.64796),(59 316.21628),(60 202.58377),(61 318.416),(62 204.11598),(63 317.4527),(64 203.80022),(65 317.01987),(66 202.44272),(67 314.8049),(68 202.88803),(69 316.10754),(70 202.22882),(71 316.05374),(72 200.89513),(73 315.71112),(74 200.66797),(75 313.4273),(76 199.8425),(77 312.60498),(78 198.26048),(79 313.54303),
(1 223.12668),(2 130.20879),(3 265.20395),(4 155.73843),(5 282.9844),(6 166.57616),(7 289.49234),(8 173.11926),(9 297.00177),(10 180.84262),(11 299.5873),(12 181.87354),(13 303.3125),(14 185.4267),(15 303.22577),(16 188.70963),(17 308.65433),(18 193.4992),(19 309.98947),(20 193.22246),(21 311.90176),(22 194.27477),(23 312.30307),(24 197.37196),(25 314.56253),(26 197.84706),(27 315.2133),(28 199.45157),(29 316.68637),(30 198.90321),(31 315.3678),(32 198.50093),(33 318.10797),(34 199.94109),(35 317.7562),(36 202.86307),(37 322.0576),(38 204.95987),(39 319.03223),(40 203.85449),(41 319.94342),(42 201.77855),(43 319.3407),(44 201.45361),(45 318.58527),(46 200.92471),(47 317.66718),(48 198.91997),(49 316.28516),(50 198.53923),(51 312.33954),(52 197.68803),(53 315.41403),(54 197.02388),(55 314.00647),(56 196.03786),(57 314.4138),(58 196.1359),(59 314.27457),(60 198.5037),(61 317.9232),(62 200.36322),(63 318.0622),(64 200.05658),(65 320.74875),(66 199.95625),(67 319.55145),(68 201.62527),(69 318.27222),(70 200.87181),(71 318.9704),(72 200.66899),(73 319.1153),(74 199.60449),(75 317.88757),(76 200.60065),(77 317.43555),(78 200.41684),(79 318.19806),
(1 218.10614),(2 127.18506),(3 259.6428),(4 152.01135),(5 274.5207),(6 161.15808),(7 282.42288),(8 168.83289),(9 289.24588),(10 174.74191),(11 291.51474),(12 177.23796),(13 295.22284),(14 182.17079),(15 297.1955),(16 182.92627),(17 299.51395),(18 183.99478),(19 302.25116),(20 188.67221),(21 305.3651),(22 190.58347),(23 304.06265),(24 189.55714),(25 306.59775),(26 193.35388),(27 307.82562),(28 195.08186),(29 309.02936),(30 195.02243),(31 309.80597),(32 197.73141),(33 310.80054),(34 198.64262),(35 312.9878),(36 199.32582),(37 314.42892),(38 200.79674),(39 312.19183),(40 199.0201),(41 313.46445),(42 200.79211),(43 313.53973),(44 199.31882),(45 315.10995),(46 198.39449),(47 312.5321),(48 199.16002),(49 314.03317),(50 198.90495),(51 312.8881),(52 198.0473),(53 314.13272),(54 197.44254),(55 313.44974),(56 197.24911),(57 312.34958),(58 197.20674),(59 312.85294),(60 196.78368),(61 312.49445),(62 196.21915),(63 313.24487),(64 196.87524),(65 315.89862),(66 197.20798),(67 314.715),(68 198.33109),(69 317.2313),(70 199.15202),(71 316.66672),(72 200.83061),(73 318.50662),(74 202.91444),(75 318.0055),(76 202.1324),(77 318.81787),(78 202.0215),(79 317.6571),
