1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 215.98677),(2 124.92627),(3 258.778),(4 149.96669),(5 272.00058),(6 159.70956),(7 278.72952),(8 166.92189),(9 285.13406),(10 174.7554),(11 290.31964),(12 176.65971),(13 292.5153),(14 178.86916),(15 296.3403),(16 182.76723),(17 300.80566),(18 185.92676),(19 303.1429),(20 187.88408),(21 303.929),(22 188.11198),(23 303.11093),(24 187.08385),(25 301.09525),(26 186.16324),(27 301.1717),(28 186.97206),(29 304.33173),(30 188.06114),(31 301.92065),(32 190.27089),(33 303.6672),(34 190.13635),(35 304.93332),(36 191.93599),(37 304.83725),(38 192.45638),(39 304.5678),(40 191.59378),(41 303.3417),(42 191.79182),(43 302.7617),(44 191.9033),(45 305.01245),(46 193.20036),(47 306.13467),(48 191.80896),(49 304.61484),(50 193.07607),(51 305.85712),(52 191.99548),(53 306.52713),(54 193.21446),(55 305.6598),(56 190.98392),(57 303.70313),(58 190.09189),(59 301.885),(60 189.87279),(61 306.08124),(62 192.33168),(63 305.9405),(64 192.97182),(65 308.92157),(66 196.35669),(67 309.11304),(68 196.73048),(69 310.37894),(70 197.45227),(71 310.7355),(72 195.03934),(73 310.5261),(74 198.68127),(75 311.31525),(76 198.37138),(77 314.03168),(78 199.82045),(79 312.77347),
(1 219.23233),(2 125.405045),(3 262.25107),(4 152.02574),(5 278.4247),(6 163.45987),(7 285.84338),(8 169.34724),(9 291.83203),(10 175.63136),(11 294.41068),(12 177.48218),(13 295.5837),(14 181.19626),(15 299.74207),(16 182.81511),(17 301.52432),(18 185.89668),(19 303.37082),(20 187.33453),(21 304.8555),(22 188.76292),(23 304.89786),(24 188.53569),(25 305.80933),(26 191.66856),(27 305.54477),(28 191.07637),(29 308.22644),(30 193.60498),(31 308.4017),(32 195.47694),(33 312.09885),(34 196.90694),(35 313.73227),(36 199.13097),(37 314.35715),(38 198.46446),(39 312.82678),(40 198.91226),(41 314.48578),(42 198.19891),(43 313.16028),(44 198.64539),(45 313.80466),(46 198.75156),(47 314.02435),(48 197.1011),(49 313.8418),(50 196.21101),(51 311.80377),(52 196.0243),(53 314.14368),(54 196.4689),(55 311.47586),(56 195.56021),(57 312.41895),(58 195.38377),(59 309.27048),(60 194.46727),(61 310.7111),(62 194.16513),(63 310.7008),(64 194.67332),(65 313.82315),(66 195.34322),(67 312.08984),(68 195.99243),(69 313.32794),(70 195.55714),(71 313.90863),(72 195.59453),(73 314.04895),(74 198.5381),(75 314.70844),(76 198.13412),(77 318.18542),(78 201.1373),(79 318.9097),
(1 213.45251),(2 123.80754),(3 253.3046),(4 147.84518),(5 270.7077),(6 158.33672),(7 276.76547),(8 166.06097),(9 282.9288),(10 172.00476),(11 285.3058),(12 173.1799),(13 288.1823),(14 175.08672),(15 291.3588),(16 178.72646),(17 294.64264),(18 182.78033),(19 297.1655),(20 184.88127),(21 297.62766),(22 185.66513),(23 296.93243),(24 187.67215),(25 300.6168),(26 189.04005),(27 301.4171),(28 190.98819),(29 303.44836),(30 191.45578),(31 304.132),(32 193.29436),(33 306.3502),(34 196.64978),(35 308.463),(36 197.65236),(37 310.30566),(38 199.70313),(39 312.3975),(40 199.22733),(41 314.62378),(42 199.76476),(43 311.9998),(44 199.71167),(45 311.9127),(46 197.26309),(47 308.62045),(48 195.72673),(49 309.01572),(50 195.57089),(51 307.9756),(52 194.8792),(53 308.66428),(54 195.21083),(55 306.29318),(56 192.5057),(57 306.75012),(58 193.38097),(59 306.75833),(60 192.57394),(61 306.43002),(62 193.58049),(63 307.09573),(64 194.38931),(65 311.18903),(66 196.26868),(67 310.8381),(68 199.73796),(69 313.73572),(70 200.43677),(71 315.81085),(72 201.63824),(73 315.43872),(74 202.71605),(75 314.991),(76 200.97092),(77 314.25824),(78 201.73721),(79 316.8172),
(1 216.36034),(2 123.88767),(3 257.21014),(4 147.76668),(5 270.8745),(6 157.4533),(7 277.19104),(8 164.46643),(9 284.46722),(10 169.919),(11 288.64493),(12 172.37485),(13 289.8155),(14 174.98431),(15 291.94003),(16 177.01485),(17 295.11044),(18 178.39142),(19 294.74652),(20 179.86058),(21 294.74106),(22 179.10374),(23 293.39288),(24 181.07303),(25 296.42133),(26 181.52982),(27 297.9211),(28 182.50757),(29 300.06033),(30 185.5237),(31 301.3846),(32 186.19247),(33 303.74692),(34 188.8854),(35 305.38135),(36 192.2494),(37 308.73618),(38 194.51726),(39 306.32928),(40 192.92438),(41 306.0256),(42 194.15096),(43 306.94122),(44 192.95299),(45 308.9242),(46 194.49844),(47 307.2242),(48 194.23245),(49 309.56873),(50 194.91098),(51 310.5319),(52 194.61853),(53 307.78964),(54 193.4695),(55 307.08154),(56 192.2305),(57 306.3549),(58 193.20657),(59 308.29675),(60 194.19885),(61 307.41467),(62 192.95291),(63 306.67328),(64 194.12161),(65 309.02646),(66 193.90651),(67 308.72076),(68 195.38478),(69 310.42984),(70 196.24196),(71 310.97913),(72 196.13016),(73 313.2867),(74 200.00156),(75 312.80106),(76 197.93396),(77 310.85434),(78 199.21848),(79 313.46945),
(1 207.13786),(2 119.71045),(3 246.80441),(4 144.3521),(5 262.97498),(6 156.97542),(7 270.60474),(8 163.62604),(9 278.39764),(10 169.62099),(11 280.4865),(12 172.14415),(13 281.83374),(14 176.08246),(15 284.00244),(16 176.56924),(17 285.94803),(18 179.86891),(19 287.1956),(20 179.52214),(21 287.27063),(22 182.23863),(23 289.5212),(24 183.64632),(25 292.42764),(26 186.93718),(27 293.5396),(28 186.88876),(29 295.36578),(30 189.60687),(31 296.68106),(32 190.33612),(33 300.41815),(34 195.85002),(35 301.57355),(36 196.57245),(37 302.7663),(38 197.39874),(39 300.41833),(40 195.13593),(41 301.1396),(42 194.98256),(43 299.33136),(44 192.76501),(45 297.68915),(46 192.39197),(47 297.22757),(48 189.03297),(49 296.64453),(50 189.79369),(51 296.14093),(52 189.22377),(53 296.73636),(54 190.00809),(55 294.15018),(56 187.17178),(57 294.45862),(58 187.0378),(59 293.57507),(60 188.41618),(61 296.6143),(62 188.70898),(63 297.89203),(64 188.51828),(65 298.70157),(66 190.64067),(67 298.73178),(68 191.32936),(69 301.20468),(70 191.45445),(71 300.59323),(72 190.94836),(73 301.62988),(74 193.84181),(75 302.6464),(76 194.6611),(77 302.36246),(78 194.0249),(79 304.41443),
(1 207.90063),(2 119.71553),(3 245.43951),(4 141.47542),(5 261.216),(6 153.93674),(7 267.63953),(8 159.57251),(9 273.92383),(10 165.81035),(11 275.86862),(12 168.01695),(13 278.84766),(14 171.0674),(15 279.37906),(16 172.84421),(17 282.1341),(18 173.20464),(19 280.88507),(20 175.21257),(21 285.3057),(22 178.65215),(23 286.12253),(24 180.91278),(25 289.00464),(26 181.13275),(27 289.62616),(28 180.76549),(29 291.83685),(30 181.9384),(31 292.47083),(32 184.96994),(33 293.20877),(34 185.87067),(35 294.3147),(36 186.0422),(37 294.5411),(38 189.09454),(39 295.62375),(40 188.33815),(41 297.71597),(42 188.65775),(43 294.68622),(44 187.77922),(45 294.5931),(46 187.47025),(47 295.00708),(48 183.25482),(49 292.63507),(50 184.82867),(51 291.65503),(52 183.017),(53 290.48578),(54 183.09793),(55 289.44397),(56 180.82205),(57 289.094),(58 180.79883),(59 290.1025),(60 181.9504),(61 293.50253),(62 183.89395),(63 292.8971),(64 185.29535),(65 295.989),(66 186.88684),(67 295.6044),(68 186.28712),(69 296.03027),(70 186.05826),(71 293.85825),(72 187.5128),(73 297.04175),(74 187.87912),(75 296.90787),(76 188.51338),(77 296.8322),(78 189.07498),(79 298.42908),
(1 204.54648),(2 118.38496),(3 242.92877),(4 141.98538),(5 259.77133),(6 154.7764),(7 268.12964),(8 161.24005),(9 274.81238),(10 169.52216),(11 279.6942),(12 171.39008),(13 282.07938),(14 174.12811),(15 283.57147),(16 176.50462),(17 285.7479),(18 177.63608),(19 285.91635),(20 179.29263),(21 289.9157),(22 181.26125),(23 290.4464),(24 184.33392),(25 292.70392),(26 186.13165),(27 293.9559),(28 185.6842),(29 296.837),(30 189.28487),(31 297.76782),(32 189.57571),(33 298.7414),(34 190.97186),(35 297.64038),(36 192.31398),(37 299.7997),(38 192.64816),(39 300.75778),(40 192.08054),(41 300.14978),(42 192.95668),(43 299.58002),(44 193.33032),(45 300.77835),(46 192.53159),(47 298.5681),(48 190.89156),(49 296.84628),(50 191.37294),(51 298.33673),(52 189.52173),(53 296.27216),(54 187.71007),(55 295.83533),(56 187.28365),(57 297.03925),(58 187.71194),(59 294.65445),(60 187.05692),(61 295.50937),(62 187.79893),(63 295.3021),(64 189.29822),(65 298.11325),(66 191.56067),(67 297.7996),(68 192.52112),(69 299.0041),(70 191.66666),(71 299.81247),(72 194.54944),(73 301.571),(74 196.27919),(75 302.22025),(76 194.98131),(77 300.9568),(78 194.83865),(79 302.89337),
(1 200.31067),(2 115.6683),(3 238.38707),(4 140.44211),(5 255.472),(6 152.73668),(7 261.54742),(8 157.15207),(9 266.85602),(10 163.10696),(11 271.1154),(12 165.9429),(13 272.93265),(14 167.92831),(15 274.81064),(16 169.10051),(17 277.04068),(18 170.07886),(19 277.69272),(20 171.27936),(21 277.39676),(22 171.585),(23 279.20288),(24 173.76427),(25 279.75925),(26 174.73703),(27 280.03003),(28 176.56624),(29 283.01282),(30 177.99852),(31 284.3853),(32 179.72148),(33 287.25983),(34 181.38171),(35 286.708),(36 183.14342),(37 291.9286),(38 187.93883),(39 293.28378),(40 187.74432),(41 294.51468),(42 188.06607),(43 294.89484),(44 186.818),(45 293.8832),(46 187.24149),(47 293.7922),(48 188.5657),(49 295.58017),(50 187.98611),(51 294.69104),(52 187.27957),(53 295.34717),(54 187.29333),(55 292.78604),(56 186.68935),(57 292.90158),(58 185.70822),(59 291.6941),(60 185.35909),(61 293.35107),(62 186.62735),(63 293.64325),(64 187.54996),(65 296.80768),(66 189.63446),(67 294.84567),(68 193.10202),(69 298.24924),(70 192.67548),(71 299.062),(72 192.91922),(73 299.76718),(74 192.87415),(75 298.87988),(76 191.87158),(77 299.16833),(78 193.41681),(79 296.94952),
(1 198.74619),(2 115.52158),(3 238.78195),(4 140.92607),(5 254.49928),(6 152.55927),(7 262.2742),(8 157.0895),(9 268.01266),(10 162.08556),(11 271.06506),(12 165.98798),(13 273.2908),(14 168.61382),(15 279.2639),(16 172.62155),(17 281.101),(18 174.70284),(19 281.98218),(20 177.55016),(21 285.39166),(22 177.90422),(23 286.78265),(24 181.72311),(25 288.83005),(26 183.00311),(27 289.09488),(28 184.13565),(29 291.6957),(30 186.82552),(31 292.98572),(32 185.56686),(33 291.9112),(34 187.88039),(35 293.73267),(36 188.6045),(37 295.11282),(38 188.2162),(39 292.88263),(40 186.05595),(41 293.87534),(42 188.33163),(43 293.77426),(44 186.36366),(45 295.05145),(46 188.37723),(47 294.44724),(48 187.88135),(49 297.15433),(50 187.98929),(51 294.5518),(52 186.91173),(53 294.64117),(54 187.26364),(55 293.23233),(56 187.0213),(57 294.28848),(58 186.7423),(59 293.0094),(60 185.56079),(61 294.22034),(62 187.89523),(63 292.65024),(64 189.01068),(65 296.32523),(66 187.8351),(67 294.70154),(68 190.33994),(69 298.9621),(70 190.93741),(71 297.31088),(72 190.1251),(73 297.68628),(74 190.81754),(75 297.51907),(76 191.0075),(77 298.5107),(78 192.20598),(79 298.77307),
(1 197.44817),(2 114.44771),(3 236.0779),(4 138.17386),(5 251.21614),(6 147.96225),(7 257.46976),(8 153.36688),(9 262.997),(10 159.0635),(11 266.30774),(12 162.02303),(13 268.87637),(14 164.12187),(15 269.588),(16 165.95033),(17 272.97333),(18 169.0342),(19 274.9679),(20 169.5946),(21 274.97894),(22 171.79367),(23 277.2312),(24 172.33577),(25 277.61484),(26 172.78593),(27 279.18008),(28 176.25267),(29 282.62698),(30 176.59717),(31 282.12637),(32 179.19327),(33 284.93558),(34 179.94429),(35 284.34518),(36 180.37605),(37 285.02704),(38 181.67155),(39 284.63342),(40 181.3606),(41 286.3231),(42 183.14919),(43 284.57715),(44 183.58034),(45 287.2297),(46 183.21976),(47 286.32977),(48 183.08096),(49 285.7325),(50 179.8975),(51 284.27612),(52 180.04208),(53 284.81635),(54 178.62415),(55 281.88876),(56 178.75047),(57 281.22842),(58 178.06131),(59 280.66733),(60 176.59337),(61 279.71707),(62 176.65947),(63 280.45648),(64 177.68874),(65 281.24268),(66 178.00659),(67 280.75937),(68 178.17645),(69 283.7425),(70 180.6973),(71 283.92575),(72 180.20435),(73 285.89355),(74 181.03888),(75 286.37863),(76 182.55426),(77 286.57654),(78 182.12184),(79 285.6509),
(1 195.46623),(2 110.474266),(3 231.48753),(4 133.14107),(5 247.76488),(6 144.5522),(7 255.53522),(8 152.63213),(9 262.10986),(10 158.73701),(11 265.4826),(12 158.99326),(13 266.2791),(14 161.58986),(15 269.09537),(16 164.98015),(17 271.90714),(18 167.50577),(19 272.3615),(20 170.45644),(21 276.04163),(22 173.02448),(23 276.98077),(24 173.99844),(25 278.87),(26 174.88132),(27 278.4228),(28 175.95102),(29 280.81458),(30 177.10497),(31 282.21075),(32 176.81775),(33 282.10248),(34 178.56885),(35 284.3938),(36 179.35329),(37 286.5305),(38 180.87962),(39 283.3155),(40 180.87367),(41 288.18982),(42 182.80217),(43 284.17972),(44 180.20734),(45 285.08206),(46 180.62074),(47 284.17493),(48 180.7308),(49 284.50165),(50 178.55167),(51 282.87457),(52 180.08572),(53 286.1872),(54 180.67761),(55 283.83087),(56 180.37534),(57 285.24207),(58 178.79285),(59 282.9417),(60 177.65799),(61 283.2424),(62 177.2707),(63 283.62662),(64 178.48044),(65 283.94836),(66 179.44508),(67 282.31842),(68 177.29706),(69 285.54044),(70 179.54488),(71 287.53476),(72 181.15169),(73 286.1349),(74 179.35641),(75 285.57745),(76 179.238),(77 287.24304),(78 180.68338),(79 287.15015),
(1 191.23814),(2 109.06574),(3 227.63669),(4 131.22104),(5 240.56898),(6 142.45097),(7 248.3297),(8 148.27704),(9 252.47554),(10 153.84915),(11 257.41498),(12 154.80524),(13 258.17786),(14 156.573),(15 261.32242),(16 159.29095),(17 263.2255),(18 161.22151),(19 264.771),(20 164.24503),(21 267.7495),(22 166.88225),(23 269.11703),(24 167.97824),(25 270.92792),(26 168.20403),(27 270.17447),(28 169.17058),(29 271.01505),(30 170.81915),(31 272.11633),(32 170.27596),(33 272.6032),(34 173.20522),(35 274.83133),(36 173.01598),(37 275.87668),(38 174.86066),(39 274.54694),(40 172.58006),(41 275.08182),(42 172.7071),(43 273.38342),(44 172.7653),(45 275.63992),(46 174.22536),(47 275.4177),(48 174.68707),(49 275.9981),(50 173.74155),(51 274.25143),(52 173.62436),(53 275.52722),(54 173.53078),(55 274.85626),(56 175.6067),(57 276.42087),(58 173.95107),(59 275.69666),(60 174.67836),(61 277.31546),(62 175.20346),(63 276.6785),(64 176.94789),(65 279.2234),(66 177.3797),(67 277.6363),(68 176.64778),(69 279.10706),(70 177.77013),(71 280.20947),(72 179.43686),(73 280.5916),(74 179.45279),(75 280.88782),(76 178.61449),(77 279.34296),(78 178.58257),(79 280.3251),
(1 189.77849),(2 109.63928),(3 224.0771),(4 130.07965),(5 238.52554),(6 141.28503),(7 246.0995),(8 149.20671),(9 253.40579),(10 154.76083),(11 256.8444),(12 158.7512),(13 259.3586),(14 161.2756),(15 263.0517),(16 164.36282),(17 265.93774),(18 165.68246),(19 266.9572),(20 165.64175),(21 267.5741),(22 166.12294),(23 267.25455),(24 166.75052),(25 269.19156),(26 166.90196),(27 266.72485),(28 167.00024),(29 266.97116),(30 166.93498),(31 268.17056),(32 169.64583),(33 269.39786),(34 168.49837),(35 268.50668),(36 169.66678),(37 269.64255),(38 169.6794),(39 267.3636),(40 169.48663),(41 268.25366),(42 169.24394),(43 268.08362),(44 169.98941),(45 268.9362),(46 170.23016),(47 269.46143),(48 170.3828),(49 270.1182),(50 171.39943),(51 268.73914),(52 171.48036),(53 269.54358),(54 169.4875),(55 268.3003),(56 170.11589),(57 269.25943),(58 169.53337),(59 268.6417),(60 170.08952),(61 269.5754),(62 170.99957),(63 268.9038),(64 173.34148),(65 270.51263),(66 173.00435),(67 271.0994),(68 173.90617),(69 270.81863),(70 173.55374),(71 273.8738),(72 178.32495),(73 276.5318),(74 178.59488),(75 275.07324),(76 175.90244),(77 273.11984),(78 177.36263),(79 274.6219),
(1 189.66852),(2 107.294136),(3 225.79036),(4 130.42566),(5 241.20377),(6 142.26207),(7 246.92316),(8 146.99644),(9 253.52153),(10 152.68661),(11 257.93564),(12 156.47495),(13 261.10806),(14 157.91219),(15 261.47876),(16 160.81184),(17 263.3425),(18 162.10104),(19 264.67636),(20 164.11714),(21 266.67966),(22 164.86604),(23 267.17142),(24 167.24889),(25 270.20404),(26 168.74799),(27 267.30283),(28 167.43352),(29 268.70398),(30 167.31003),(31 267.7369),(32 167.9921),(33 269.9778),(34 168.27863),(35 270.37274),(36 169.99174),(37 272.82364),(38 172.94438),(39 272.73178),(40 172.25174),(41 275.0623),(42 172.76021),(43 272.7947),(44 170.86458),(45 272.6606),(46 170.88364),(47 271.1994),(48 171.75139),(49 272.082),(50 172.31094),(51 271.7601),(52 171.53586),(53 273.55185),(54 171.5472),(55 271.27582),(56 171.1623),(57 273.24445),(58 172.0465),(59 272.3322),(60 170.44455),(61 272.66992),(62 171.17752),(63 272.57056),(64 171.36827),(65 273.7345),(66 171.75462),(67 274.10236),(68 171.99629),(69 273.64795),(70 171.91281),(71 276.45016),(72 175.70143),(73 278.33813),(74 175.90802),(75 277.32352),(76 174.57713),(77 278.60034),(78 176.48024),(79 279.20288),
(1 185.99211),(2 105.431496),(3 220.10976),(4 125.337265),(5 233.96489),(6 137.5911),(7 241.17067),(8 143.30595),(9 247.42522),(10 148.8951),(11 251.4686),(12 149.35864),(13 251.67561),(14 149.80644),(15 251.95862),(16 154.11041),(17 255.51527),(18 156.06067),(19 257.53027),(20 158.98253),(21 258.4965),(22 159.66248),(23 259.66666),(24 160.74875),(25 259.73727),(26 161.9011),(27 260.42078),(28 161.55994),(29 261.75317),(30 162.6346),(31 262.2782),(32 164.02281),(33 263.2061),(34 165.1436),(35 263.08743),(36 165.45811),(37 265.99863),(38 166.82373),(39 266.04807),(40 166.44128),(41 266.81317),(42 166.90504),(43 264.13327),(44 164.68718),(45 263.8748),(46 165.17836),(47 265.31064),(48 164.89699),(49 264.7482),(50 164.85988),(51 262.87112),(52 163.86108),(53 264.19693),(54 163.54732),(55 262.47775),(56 163.57446),(57 263.84665),(58 161.99489),(59 262.05426),(60 162.37238),(61 263.22278),(62 164.05873),(63 263.1742),(64 164.25763),(65 265.11636),(66 166.5601),(67 264.71643),(68 167.04941),(69 269.43933),(70 167.57336),(71 268.28275),(72 167.73608),(73 270.137),(74 168.64944),(75 269.05664),(76 169.03839),(77 270.029),(78 168.60905),(79 268.47162),
(1 188.79478),(2 105.465805),(3 223.64609),(4 127.41927),(5 238.92027),(6 139.92574),(7 247.20921),(8 145.8094),(9 252.95384),(10 152.50237),(11 255.56578),(12 153.29063),(13 256.8772),(14 156.13806),(15 261.57755),(16 159.40216),(17 262.58902),(18 161.83617),(19 263.88474),(20 162.50392),(21 263.9935),(22 164.26086),(23 264.63586),(24 163.49881),(25 265.9845),(26 165.4168),(27 266.07867),(28 166.09256),(29 267.41617),(30 167.10756),(31 268.74228),(32 167.29749),(33 268.11246),(34 168.8456),(35 270.9698),(36 170.16422),(37 272.01157),(38 170.83272),(39 270.682),(40 169.87207),(41 272.02286),(42 170.65851),(43 271.33694),(44 170.54604),(45 271.85547),(46 171.63042),(47 272.6938),(48 170.66867),(49 271.15817),(50 170.09587),(51 271.1565),(52 169.91861),(53 272.34634),(54 170.75096),(55 270.38013),(56 169.05983),(57 272.72372),(58 170.71863),(59 270.46405),(60 169.40485),(61 273.09085),(62 171.40901),(63 271.6454),(64 170.50893),(65 271.78528),(66 169.5338),(67 269.7574),(68 170.92226),(69 273.36258),(70 170.59126),(71 271.48987),(72 172.11618),(73 274.71976),(74 174.08698),(75 275.5695),(76 175.3149),(77 276.84415),(78 174.35585),(79 275.60083),
(1 180.5708),(2 102.2786),(3 215.97585),(4 124.62989),(5 229.88977),(6 135.79141),(7 238.26312),(8 141.89967),(9 243.50967),(10 146.87419),(11 246.5824),(12 149.86205),(13 248.9794),(14 153.01128),(15 253.07774),(16 154.81357),(17 252.9695),(18 156.84225),(19 253.9147),(20 157.3594),(21 256.12714),(22 159.03159),(23 255.55333),(24 160.41945),(25 257.84622),(26 163.03932),(27 260.3253),(28 163.54817),(29 261.1937),(30 163.7186),(31 261.34326),(32 163.59917),(33 261.7215),(34 164.44225),(35 260.9328),(36 163.79097),(37 263.64026),(38 166.12805),(39 262.92102),(40 166.94536),(41 263.9655),(42 166.66762),(43 262.46313),(44 165.31056),(45 262.23798),(46 163.87372),(47 262.0451),(48 163.33984),(49 260.01743),(50 163.25035),(51 259.24957),(52 161.6753),(53 260.36084),(54 163.21465),(55 260.5847),(56 163.99255),(57 261.4804),(58 163.6178),(59 260.3674),(60 164.0472),(61 262.69476),(62 164.78508),(63 261.68817),(64 165.1611),(65 263.26077),(66 167.001),(67 263.00766),(68 167.3071),(69 265.44296),(70 169.25581),(71 267.04016),(72 169.33244),(73 267.53906),(74 170.1304),(75 266.10916),(76 169.6271),(77 268.4195),(78 169.25702),(79 267.15936),
(1 178.19727),(2 101.17151),(3 211.74936),(4 122.2592),(5 225.78635),(6 132.89565),(7 233.11206),(8 139.35507),(9 240.44727),(10 145.83939),(11 243.36479),(12 148.40561),(13 246.1295),(14 150.1358),(15 246.56349),(16 152.2304),(17 249.78925),(18 154.79822),(19 252.05342),(20 156.24638),(21 252.21481),(22 157.18474),(23 252.25278),(24 158.05693),(25 255.2236),(26 159.94142),(27 255.11641),(28 160.33571),(29 255.21548),(30 159.61377),(31 254.71707),(32 159.97215),(33 255.08351),(34 161.4491),(35 256.4401),(36 161.51941),(37 257.7967),(38 161.01479),(39 255.11134),(40 161.3902),(41 257.17447),(42 161.70694),(43 256.6507),(44 162.37256),(45 258.8951),(46 162.74287),(47 257.6711),(48 163.05237),(49 258.14798),(50 163.03043),(51 257.28177),(52 162.78052),(53 257.39957),(54 162.91931),(55 257.5692),(56 162.40976),(57 257.31854),(58 162.2385),(59 256.59546),(60 162.26831),(61 257.50986),(62 163.96027),(63 258.02832),(64 165.34206),(65 259.89703),(66 165.95828),(67 259.95193),(68 167.04164),(69 260.95166),(70 167.8812),(71 261.26886),(72 168.67038),(73 261.48782),(74 168.71693),(75 263.60446),(76 169.96877),(77 264.61053),(78 169.9153),(79 264.73352),
(1 184.24112),(2 102.423325),(3 214.85245),(4 122.16158),(5 227.1754),(6 131.33447),(7 234.18849),(8 137.17041),(9 238.44965),(10 140.83376),(11 240.33455),(12 141.4634),(13 242.59868),(14 144.81317),(15 244.7629),(16 147.65244),(17 249.81583),(18 151.50826),(19 250.88567),(20 152.58627),(21 253.47911),(22 153.06674),(23 252.20056),(24 154.04636),(25 253.77391),(26 155.54903),(27 253.0683),(28 154.8603),(29 254.84969),(30 155.82979),(31 254.23813),(32 156.13551),(33 257.94907),(34 158.42609),(35 258.10632),(36 161.0416),(37 262.63095),(38 164.55594),(39 261.11514),(40 162.69711),(41 262.37607),(42 165.05095),(43 262.36807),(44 163.68695),(45 262.46198),(46 163.08508),(47 260.89413),(48 163.93457),(49 261.90182),(50 163.35901),(51 260.23737),(52 160.6416),(53 259.8016),(54 161.63329),(55 259.1207),(56 160.27765),(57 257.99124),(58 160.53055),(59 257.40723),(60 161.20929),(61 258.31702),(62 162.38202),(63 257.50323),(64 164.12169),(65 261.63153),(66 164.12814),(67 260.00867),(68 165.50082),(69 261.63504),(70 163.8208),(71 262.3597),(72 165.82405),(73 262.9339),(74 165.47192),(75 263.5518),(76 166.59502),(77 263.4065),(78 166.68997),(79 263.37512),
(1 176.42644),(2 98.71922),(3 207.8161),(4 116.8839),(5 220.65315),(6 127.55222),(7 225.07372),(8 132.03334),(9 232.8852),(10 137.56396),(11 236.07254),(12 141.85297),(13 237.48904),(14 143.01486),(15 240.50647),(16 146.83),(17 243.7215),(18 148.20479),(19 244.52094),(20 150.89355),(21 247.26653),(22 151.89626),(23 246.99147),(24 153.10948),(25 249.34668),(26 154.09569),(27 250.53033),(28 155.21887),(29 251.47084),(30 156.18793),(31 252.39915),(32 157.5014),(33 251.59221),(34 157.64745),(35 252.12119),(36 156.23988),(37 252.75873),(38 158.94792),(39 252.63269),(40 157.12546),(41 252.60164),(42 157.55234),(43 251.91612),(44 157.6915),(45 253.11813),(46 158.34831),(47 252.25888),(48 159.48541),(49 252.91364),(50 158.0102),(51 252.04585),(52 157.33482),(53 250.87582),(54 156.72255),(55 250.09708),(56 154.72858),(57 249.49878),(58 153.43877),(59 247.3722),(60 153.00824),(61 250.21312),(62 155.27122),(63 249.8759),(64 156.06001),(65 252.162),(66 156.33308),(67 252.69043),(68 159.8688),(69 255.43575),(70 161.45041),(71 257.10776),(72 161.144),(73 257.4491),(74 162.74368),(75 258.22946),(76 162.51161),(77 259.30804),(78 163.20668),(79 256.34552),
