(1 6846.744),(2 7641.398),(3 8969.944),(4 8154.4897),(5 10403.085),(6 9420.057),(7 11476.085),(8 11521.435),(9 12413.495),(10 9451.818),(11 13186.817),(12 12765.095),(13 13301.6875),(14 11904.445),(15 13610.663),(16 12065.315),(17 13641.548),(18 13178.88),(19 13526.937),(20 10092.267),(21 13784.368),(22 13537.066),(23 14211.319),(24 13020.3955),(25 14766.769),(26 13352.25),(27 14899.36),(28 14657.261),(29 15131.161),(30 11763.656),(31 15286.142),(32 14950.544),(33 15393.862),(34 13947.3955),(35 15415.886),(36 13763.742),(37 15203.387),(38 14715.253),(39 14889.106),
(1 5457.9194),(2 6348.3916),(3 7678.0757),(4 7074.2188),(5 9319.227),(6 8486.969),(7 10528.072),(8 10697.299),(9 11585.503),(10 8739.069),(11 12349.547),(12 12136.841),(13 12660.996),(14 11372.144),(15 13018.524),(16 11591.344),(17 13084.44),(18 12717.375),(19 13020.8955),(20 9669.363),(21 13251.93),(22 13065.19),(23 13578.141),(24 12374.347),(25 14051.474),(26 12754.486),(27 14335.7),(28 14113.753),(29 14600.568),(30 11404.367),(31 14872.378),(32 14565.969),(33 14950.906),(34 13572.553),(35 15076.505),(36 13591.453),(37 14984.389),(38 14613.281),(39 14873.719),
(1 5124.9585),(2 6096.7036),(3 7485.16),(4 6976.614),(5 9192.237),(6 8506.363),(7 10598.035),(8 10810.454),(9 11699.239),(10 9014.383),(11 12539.602),(12 12457.5),(13 13018.035),(14 11770.211),(15 13358.284),(16 12030.2295),(17 13550.023),(18 13240.165),(19 13528.091),(20 10368.061),(21 13876.481),(22 13870.883),(23 14467.151),(24 13333.356),(25 14988.203),(26 13820.016),(27 15389.798),(28 15155.317),(29 15554.993),(30 12479.992),(31 15825.921),(32 15599.969),(33 16015.937),(34 14711.808),(35 16132.297),(36 14762.477),(37 16158.699),(38 15760.886),(39 15989.849),
(1 4692.403),(2 5604.928),(3 6923.8813),(4 6427.6733),(5 8491.027),(6 7843.7065),(7 9891.578),(8 10108.837),(9 10893.379),(10 8371.137),(11 11769.526),(12 11788.22),(13 12392.599),(14 11296.311),(15 12896.107),(16 11715.354),(17 13228.915),(18 13003.583),(19 13309.3545),(20 10368.472),(21 13797.556),(22 13837.067),(23 14433.773),(24 13348.488),(25 14914.306),(26 13805.268),(27 15342.285),(28 15137.455),(29 15479.379),(30 12615.987),(31 15828.603),(32 15741.026),(33 16156.527),(34 14926.777),(35 16310.355),(36 15063.194),(37 16433.95),(38 16063.759),(39 16264.882),
(1 4411.7686),(2 5227.052),(3 6524.6294),(4 5980.797),(5 8015.412),(6 7354.341),(7 9372.27),(8 9520.517),(9 10257.915),(10 7866.236),(11 11106.336),(12 11126.69),(13 11760.952),(14 10639.145),(15 12164.082),(16 11041.966),(17 12571.378),(18 12292.895),(19 12608.719),(20 9860.093),(21 13133.605),(22 13208.71),(23 13874.781),(24 12812.577),(25 14352.968),(26 13307.656),(27 14886.241),(28 14637.496),(29 14987.885),(30 12317.733),(31 15402.829),(32 15338.284),(33 15835.182),(34 14650.993),(35 16034.512),(36 14868.269),(37 16294.963),(38 15931.994),(39 16156.733),
(1 4269.3374),(2 5016.643),(3 6338.9443),(4 5717.0737),(5 7746.1226),(6 7090.7603),(7 9144.514),(8 9214.008),(9 9960.373),(10 7630.0615),(11 10810.58),(12 10816.929),(13 11535.568),(14 10413.323),(15 11924.263),(16 10834.311),(17 12443.945),(18 12099.584),(19 12440.294),(20 9811.388),(21 12987.039),(22 13054.758),(23 13810.263),(24 12724.462),(25 14234.333),(26 13216.256),(27 14844.834),(28 14565.436),(29 14942.338),(30 12347.928),(31 15353.9),(32 15280.109),(33 15858.381),(34 14621.8125),(35 15983.825),(36 14808.236),(37 16271.912),(38 15809.209),(39 16033.141),
(1 3982.8113),(2 4675.6104),(3 6000.7275),(4 5374.842),(5 7284.6934),(6 6667.1245),(7 8656.671),(8 8657.602),(9 9359.277),(10 7200.9434),(11 10197.369),(12 10250.844),(13 11030.609),(14 9963.319),(15 11430.97),(16 10452.655),(17 12048.085),(18 11675.111),(19 12034.595),(20 9630.861),(21 12637.221),(22 12731.14),(23 13520.631),(24 12482.619),(25 13898.131),(26 12925.131),(27 14499.053),(28 14168.842),(29 14533.527),(30 12170.989),(31 14975.748),(32 14918.103),(33 15574.333),(34 14406.295),(35 15691.621),(36 14601.412),(37 16010.22),(38 15500.772),(39 15727.452),
(1 3729.2473),(2 4433.8965),(3 5741.3857),(4 5137.468),(5 6905.0635),(6 6395.354),(7 8316.966),(8 8283.957),(9 8914.158),(10 6940.361),(11 9719.3955),(12 9815.808),(13 10573.681),(14 9548.182),(15 10873.413),(16 9976.833),(17 11494.811),(18 11084.524),(19 11380.276),(20 9137.249),(21 11914.916),(22 12019.963),(23 12818.464),(24 11824.723),(25 13147.252),(26 12306.83),(27 13831.368),(28 13485.965),(29 13787.596),(30 11614.685),(31 14196.182),(32 14145.5),(33 14788.787),(34 13671.666),(35 14811.358),(36 13815.652),(37 15153.053),(38 14628.62),(39 14785.675),
(1 3516.272),(2 4206.923),(3 5544.0815),(4 4970.051),(5 6642.6055),(6 6213.0933),(7 8091.944),(8 7996.553),(9 8624.79),(10 6815.105),(11 9475.309),(12 9611.467),(13 10443.343),(14 9470.511),(15 10737.725),(16 9979.758),(17 11508.967),(18 11100.081),(19 11416.942),(20 9360.461),(21 12008.15),(22 12170.136),(23 13056.025),(24 12136.153),(25 13417.656),(26 12714.281),(27 14242.158),(28 13885.027),(29 14205.664),(30 12221.811),(31 14635.4375),(32 14615.097),(33 15309.838),(34 14225.427),(35 15284.869),(36 14402.369),(37 15730.425),(38 15201.572),(39 15373.235),
(1 3335.639),(2 4048.6865),(3 5376.2397),(4 4802.6167),(5 6355.343),(6 6032.29),(7 7899.1685),(8 7790.104),(9 8389.308),(10 6724.4634),(11 9242.991),(12 9417.754),(13 10301.829),(14 9373.511),(15 10538.154),(16 9901.06),(17 11404.693),(18 10990.035),(19 11298.043),(20 9425.67),(21 11955.299),(22 12186.356),(23 13109.859),(24 12239.591),(25 13431.566),(26 12856.738),(27 14392),(28 14048.554),(29 14396.295),(30 12595.684),(31 14890.215),(32 14942.514),(33 15700.621),(34 14692.451),(35 15695.698),(36 14963.743),(37 16318.566),(38 15818.387),(39 16013.6455),
(1 3154.2659),(2 3847.8481),(3 5197.0195),(4 4695.0405),(5 6143.3345),(6 5909.306),(7 7706.974),(8 7573.79),(9 8181.419),(10 6680.668),(11 9071.626),(12 9282.3125),(13 10223.327),(14 9370.768),(15 10441.439),(16 9934.359),(17 11379.16),(18 10957.432),(19 11295.421),(20 9584.668),(21 11973.825),(22 12221.782),(23 13198.83),(24 12427.127),(25 13549.127),(26 13101.523),(27 14596.57),(28 14255.9795),(29 14646.857),(30 13042.735),(31 15191.26),(32 15251.326),(33 16044.147),(34 15100.148),(35 16008.792),(36 15424.64),(37 16738.354),(38 16216.952),(39 16430.041),
(1 2961.6345),(2 3657.2446),(3 5027.695),(4 4608.082),(5 5929.339),(6 5897.1064),(7 7663.8457),(8 7576.314),(9 8218.485),(10 6904.4443),(11 9204.13),(12 9476.619),(13 10470.381),(14 9719.992),(15 10703.285),(16 10408.12),(17 11858.132),(18 11500.376),(19 11898.704),(20 10387.925),(21 12677.256),(22 12967.534),(23 14001.233),(24 13337.302),(25 14359.94),(26 14132.798),(27 15610.282),(28 15313.549),(29 15751.218),(30 14333.985),(31 16385.096),(32 16498.395),(33 17347.521),(34 16525.736),(35 17358.201),(36 16975.596),(37 18256.38),(38 17799.67),(39 18077.064),
(1 2828.6125),(2 3557.784),(3 4954.9883),(4 4621.765),(5 5835.3804),(6 5977.2813),(7 7692.9946),(8 7648.64),(9 8320.445),(10 7154.621),(11 9361.86),(12 9661.434),(13 10667.153),(14 10019.972),(15 10914.463),(16 10791.052),(17 12200.431),(18 11880.052),(19 12300.726),(20 10934.614),(21 13148.472),(22 13480.292),(23 14543.353),(24 13972.591),(25 14901.448),(26 14840.81),(27 16286.753),(28 16039.949),(29 16535.254),(30 15284.925),(31 17281.15),(32 17456.87),(33 18348.76),(34 17645.041),(35 18399.92),(36 18183.088),(37 19437.498),(38 19027.006),(39 19345.354),
(1 2699.6733),(2 3420.9207),(3 4811.563),(4 4550.105),(5 5634.965),(6 5944.052),(7 7599.398),(8 7570.635),(9 8268.76),(10 7229.7676),(11 9327.722),(12 9659.658),(13 10684.942),(14 10126.046),(15 10884.036),(16 10919.05),(17 12253.487),(18 11979.763),(19 12423.912),(20 11202.772),(21 13292.608),(22 13658.295),(23 14730.6),(24 14244.363),(25 15047.018),(26 15140.515),(27 16518.27),(28 16304.648),(29 16821.955),(30 15689.503),(31 17538.85),(32 17708.59),(33 18573.25),(34 17917.982),(35 18514.57),(36 18409.018),(37 19567.16),(38 19178.13),(39 19500.135),
(1 2627.9785),(2 3380.5583),(3 4781.836),(4 4629.697),(5 5595.273),(6 6079.2036),(7 7668.372),(8 7704.3276),(9 8419.093),(10 7477.3145),(11 9566.712),(12 9959.26),(13 11027.393),(14 10615.019),(15 11299.992),(16 11534.606),(17 12843.665),(18 12659.094),(19 13154.546),(20 12049.949),(21 14134.348),(22 14555.492),(23 15663.968),(24 15311.755),(25 16011.95),(26 16282.251),(27 17602.434),(28 17450.563),(29 17995.645),(30 16968.813),(31 18818.252),(32 19053.313),(33 19962.926),(34 19455.24),(35 19991.502),(36 20088.713),(37 21214.814),(38 20902.809),(39 21270.328),
(1 2598.645),(2 3372.0095),(3 4769.181),(4 4784.4473),(5 5648.3),(6 6318.3438),(7 7829.172),(8 7965.727),(9 8745.651),(10 7874.5645),(11 9954.469),(12 10356.361),(13 11409.239),(14 11142.566),(15 11709.043),(16 12113.956),(17 13341.113),(18 13235.167),(19 13785.57),(20 12739.639),(21 14803.598),(22 15223.382),(23 16290.792),(24 16049.275),(25 16635.322),(26 17069.586),(27 18307.67),(28 18247.766),(29 18841.805),(30 17861.936),(31 19717.803),(32 19965.21),(33 20844.018),(34 20468.139),(35 20887.602),(36 21163.389),(37 22224.24),(38 22010.232),(39 22442.777),
(1 2575.586),(2 3388.264),(3 4776.8643),(4 4961.0874),(5 5718.568),(6 6608.32),(7 8049.3447),(8 8296.65),(9 9149.532),(10 8376.95),(11 10473.129),(12 10914.527),(13 11957.46),(14 11863.371),(15 12332.362),(16 12951.144),(17 14099.3955),(18 14100.9),(19 14693.19),(20 13725.156),(21 15784.974),(22 16256.265),(23 17304.176),(24 17230.852),(25 17713.979),(26 18334.752),(27 19485.678),(28 19505.307),(29 20124.951),(30 19214.99),(31 21064.895),(32 21363.863),(33 22239.668),(34 22024.684),(35 22346.65),(36 22817.291),(37 23804.127),(38 23696.17),(39 24186.104),
(1 2591.2263),(2 3444.1802),(3 4809.0684),(4 5201.718),(5 5855.1943),(6 6965.514),(7 8300.181),(8 8685.598),(9 9612.728),(10 8908.409),(11 11058.77),(12 11570.259),(13 12609.065),(14 12721.541),(15 13086.33),(16 13917.383),(17 14979.556),(18 15115.818),(19 15810.57),(20 14915.074),(21 17035.871),(22 17548.182),(23 18584.818),(24 18720.22),(25 19114.203),(26 19956.84),(27 21029.277),(28 21192.598),(29 21899.205),(30 21054.072),(31 22985.137),(32 23342.64),(33 24224.799),(34 24225.863),(35 24476.496),(36 25178.664),(37 26101.824),(38 26148.5),(39 26709.08),
(1 2644.9036),(2 3504.9104),(3 4860.3047),(4 5419.1187),(5 5992.8926),(6 7269.13),(7 8546.716),(8 9049.439),(9 10059.723),(10 9370.327),(11 11579.024),(12 12075.269),(13 13073.066),(14 13340.419),(15 13634.216),(16 14626.286),(17 15624.621),(18 15880.203),(19 16672.342),(20 15792.69),(21 17971.516),(22 18498.24),(23 19509.818),(24 19780.03),(25 20091.822),(26 21100.582),(27 22111.629),(28 22403.914),(29 23203.21),(30 22391.75),(31 24413.197),(32 24808.955),(33 25694.14),(34 25870.553),(35 26065.563),(36 26924.094),(37 27781.227),(38 27920.81),(39 28557.523),
(1 2696.695),(2 3625.3052),(3 4964.8315),(4 5709.422),(5 6233.993),(6 7700.4927),(7 8921.796),(8 9559.881),(9 10609.822),(10 9950.458),(11 12222.79),(12 12782.066),(13 13754.932),(14 14182.576),(15 14402.893),(16 15559.076),(17 16480.014),(18 16837.76),(19 17617.057),(20 16732.498),(21 18939.008),(22 19486.164),(23 20441.635),(24 20866.576),(25 21092.246),(26 22245.338),(27 23157.102),(28 23539.023),(29 24316.117),(30 23473.84),(31 25527.996),(32 25954.773),(33 26784.777),(34 27074.139),(35 27162.17),(36 28152.012),(37 28940.191),(38 29209.838),(39 29862.727),
(1 2798.8923),(2 3765.0828),(3 5097.227),(4 6016.491),(5 6508.1157),(6 8135.086),(7 9309.773),(8 10089.59),(9 11257.854),(10 10607.903),(11 13008.273),(12 13615.498),(13 14587.072),(14 15194.814),(15 15378.588),(16 16676.5),(17 17557.021),(18 18062.387),(19 18942.207),(20 18059.057),(21 20394.172),(22 20977.87),(23 21918.457),(24 22507.904),(25 22670.834),(26 23938.537),(27 24775.236),(28 25237.383),(29 26078.557),(30 25201.256),(31 27362.693),(32 27827.756),(33 28635.143),(34 29095.824),(35 29153.777),(36 30275.148),(37 30998.578),(38 31369.791),(39 32104.607),
(1 2914.4634),(2 3914.7495),(3 5261.627),(4 6398.3716),(5 6872.362),(6 8673.5),(7 9799.138),(8 10728.665),(9 12012.465),(10 11387.37),(11 13948.038),(12 14604.155),(13 15599.832),(14 16420.582),(15 16585.764),(16 18067.02),(17 18904.07),(18 19560.975),(19 20565.668),(20 19692.21),(21 22161.863),(22 22762.031),(23 23686.51),(24 24439.004),(25 24561.771),(26 25961.479),(27 26742.008),(28 27360.76),(29 28305.037),(30 27414.578),(31 29728.453),(32 30220.822),(33 31025.03),(34 31677.746),(35 31711.693),(36 32994.35),(37 33674.83),(38 34188.426),(39 35015.74),
(1 3040.4272),(2 4104.268),(3 5447.7954),(4 6747.045),(5 7230.357),(6 9189.595),(7 10319.723),(8 11436.556),(9 12816.247),(10 12178.972),(11 14867.978),(12 15552.607),(13 16506.557),(14 17457.842),(15 17622.945),(16 19229.766),(17 20052.336),(18 20852.201),(19 21924.346),(20 21037.53),(21 23657.863),(22 24320.787),(23 25237.43),(24 26145.418),(25 26274.258),(26 27825.5),(27 28612.945),(28 29394.914),(29 30437.33),(30 29545.385),(31 32039.809),(32 32620.326),(33 33462.41),(34 34301.918),(35 34367.547),(36 35813.297),(37 36518.32),(38 37212.24),(39 38140.496),
(1 3184.299),(2 4291.343),(3 5668.8027),(4 7153.964),(5 7684.13),(6 9757.6045),(7 10864.243),(8 12090.907),(9 13579.765),(10 12908.328),(11 15753.25),(12 16424.94),(13 17357.426),(14 18432.06),(15 18569.727),(16 20254.03),(17 21013.098),(18 21892.076),(19 23026.691),(20 22047.021),(21 24772.123),(22 25394.727),(23 26278.877),(24 27288.87),(25 27386.547),(26 28979.02),(27 29665.553),(28 30474.963),(29 31540.09),(30 30540.623),(31 33145.61),(32 33695.22),(33 34481.87),(34 35395.695),(35 35395.793),(36 36873.78),(37 37457.906),(38 38168.848),(39 39119.95),
(1 3311.358),(2 4476.737),(3 5863.138),(4 7496.737),(5 8016.6216),(6 10183.251),(7 11266.191),(8 12610.138),(9 14167.539),(10 13472.358),(11 16439.008),(12 17160.37),(13 18084.127),(14 19280.502),(15 19401.639),(16 21164.467),(17 21869.79),(18 22838.709),(19 24027.756),(20 23017.54),(21 25859.094),(22 26507.719),(23 27356.94),(24 28459.12),(25 28505.225),(26 30153.047),(27 30763.527),(28 31614.62),(29 32666.387),(30 31572.828),(31 34266.586),(32 34810.62),(33 35557.65),(34 36564.73),(35 36534.285),(36 38073.87),(37 38612.297),(38 39407.06),(39 40392.82),
(1 3483.608),(2 4701.2363),(3 6146.987),(4 7937.9263),(5 8584.571),(6 10858.701),(7 12005.619),(8 13496.227),(9 15211.65),(10 14504.932),(11 17658.652),(12 18399.795),(13 19343.293),(14 20641.73),(15 20828.08),(16 22628.455),(17 23333.436),(18 24382.672),(19 25632.066),(20 24520.553),(21 27500.074),(22 28110.527),(23 28929.998),(24 30104.607),(25 30192.941),(26 31875.955),(27 32474.975),(28 33400.91),(29 34545.24),(30 33361.316),(31 36211.793),(32 36747.992),(33 37488.867),(34 38579.81),(35 38586.61),(36 40151.504),(37 40657.86),(38 41476.45),(39 42506.383),
(1 3619.1584),(2 4896.12),(3 6358.393),(4 8228.458),(5 8933.611),(6 11226.6875),(7 12367.435),(8 13927.986),(9 15688.37),(10 14934.971),(11 18214.068),(12 18999.078),(13 19985.16),(14 21409.773),(15 21689.7),(16 23534.88),(17 24253.184),(18 25394.766),(19 26741.578),(20 25633.271),(21 28794.654),(22 29492.88),(23 30380.822),(24 31689.2),(25 31889.404),(26 33649.008),(27 34315.668),(28 35387.402),(29 36652.71),(30 35484.656),(31 38516.97),(32 39125.31),(33 39925.51),(34 41131.945),(35 41241.492),(36 42882.67),(37 43425.055),(38 44385.26),(39 45524.78),
(1 3789.093),(2 5133.9077),(3 6688.937),(4 8718.741),(5 9571.044),(6 11983.253),(7 13207.228),(8 14899.283),(9 16780.578),(10 16010.728),(11 19468.23),(12 20268.125),(13 21268.785),(14 22753.38),(15 23088.1),(16 24951.031),(17 25661.56),(18 26838.79),(19 28205.32),(20 26988.295),(21 30246.908),(22 30896.143),(23 31750.533),(24 33074.92),(25 33292.22),(26 35027.25),(27 35627.21),(28 36684.61),(29 37941.55),(30 36648.91),(31 39785.4),(32 40360.438),(33 41135.285),(34 42370.906),(35 42498.254),(36 44129.582),(37 44644.96),(38 45619.523),(39 46792.8),
(1 3971.3333),(2 5339.479),(3 6959.729),(4 9087.195),(5 10033.815),(6 12510.097),(7 13811.12),(8 15615.196),(9 17651.9),(10 16839.94),(11 20495.242),(12 21298.887),(13 22333.031),(14 23865.191),(15 24261.29),(16 26154.385),(17 26883.318),(18 28107.26),(19 29569.846),(20 28257.055),(21 31674.805),(22 32309.45),(23 33170.8),(24 34516.945),(25 34741.35),(26 36467.66),(27 37051.016),(28 38123.57),(29 39440.04),(30 38016.57),(31 41287.746),(32 41826.965),(33 42597.51),(34 43863.42),(35 44042.56),(36 45698.727),(37 46223.19),(38 47227.332),(39 48475.617),
(1 4084.6902),(2 5552.3726),(3 7236.069),(4 9410.341),(5 10461.203),(6 12927.34),(7 14275.737),(8 16106.935),(9 18154.336),(10 17332.658),(11 21071.076),(12 21932.807),(13 22995.365),(14 24536.506),(15 25020.701),(16 26898.313),(17 27679.469),(18 28947.041),(19 30405.514),(20 29062.242),(21 32546.064),(22 33210.934),(23 34091.55),(24 35457.324),(25 35783.15),(26 37487.727),(27 38121.332),(28 39228.586),(29 40549.766),(30 39096.926),(31 42415.73),(32 42967.332),(33 43718.66),(34 44950.08),(35 45175.254),(36 46761.816),(37 47289.64),(38 48297.72),(39 49515.27),
(1 4232.5205),(2 5752.0234),(3 7546.0596),(4 9807.917),(5 11002.569),(6 13536.686),(7 14981.97),(8 16894.414),(9 19080.883),(10 18269.717),(11 22196.39),(12 23108.58),(13 24279.367),(14 25923.424),(15 26537.354),(16 28468.365),(17 29338.127),(18 30679.027),(19 32272.898),(20 30942.016),(21 34615.01),(22 35313.242),(23 36285.746),(24 37713.508),(25 38152.645),(26 39893.34),(27 40591.082),(28 41752.504),(29 43192.152),(30 41740.848),(31 45264.934),(32 45856.918),(33 46710.473),(34 48014.332),(35 48327.902),(36 49927.746),(37 50488.57),(38 51512.95),(39 52784.918),
(1 4360.0894),(2 5992.673),(3 7917.695),(4 10234.05),(5 11565.529),(6 14084.832),(7 15629.478),(8 17572.414),(9 19778.31),(10 18925.357),(11 22917.596),(12 23848.959),(13 25062.336),(14 26720.172),(15 27458.402),(16 29341.016),(17 30286.633),(18 31645.2),(19 33274.023),(20 31927.785),(21 35681.58),(22 36399.1),(23 37397.418),(24 38787.156),(25 39301.266),(26 40953.395),(27 41667.69),(28 42793.33),(29 44189.207),(30 42657.92),(31 46190.582),(32 46767.582),(33 47609.15),(34 48853.188),(35 49232.535),(36 50740.996),(37 51336.188),(38 52334.313),(39 53596.523),
(1 4530.769),(2 6244.4224),(3 8291.287),(4 10699.811),(5 12142.241),(6 14696.313),(7 16320.923),(8 18310.615),(9 20601.324),(10 19716.416),(11 23850.102),(12 24804.62),(13 26069.814),(14 27730.145),(15 28481.887),(16 30356.135),(17 31321.186),(18 32651.08),(19 34301.867),(20 32878.965),(21 36750.68),(22 37503.73),(23 38545.816),(24 39950.17),(25 40491.94),(26 42141.2),(27 42878.85),(28 43979.72),(29 45384.992),(30 43753.055),(31 47365.203),(32 47922.434),(33 48789.66),(34 50030.46),(35 50448.316),(36 51958.426),(37 52568.246),(38 53565.992),(39 54874.41),
(1 4619.1416),(2 6433.639),(3 8562.152),(4 11018.002),(5 12609.777),(6 15253.412),(7 17047.633),(8 19164.387),(9 21580.363),(10 20795.506),(11 25066.791),(12 26127.373),(13 27484.404),(14 29207.709),(15 30094.627),(16 32013.605),(17 33104.21),(18 34531.31),(19 36270.234),(20 34898.746),(21 38866.57),(22 39711.383),(23 40842.953),(24 42274.883),(25 42914.098),(26 44565.8),(27 45391.54),(28 46540.637),(29 47971.527),(30 46337.98),(31 49977.523),(32 50527.414),(33 51381.45),(34 52580.227),(35 53015.664),(36 54473.65),(37 55093.9),(38 56066.15),(39 57351.19),
(1 4741.7866),(2 6649.862),(3 8918.086),(4 11452.742),(5 13235.718),(6 15885.324),(7 17822.305),(8 19981.14),(9 22458.629),(10 21682.82),(11 26065.652),(12 27196.906),(13 28625.004),(14 30337.4),(15 31315.021),(16 33149.004),(17 34271.633),(18 35655.383),(19 37363.695),(20 35929.97),(21 39918.2),(22 40717.684),(23 41831.98),(24 43228.086),(25 43933.86),(26 45502.563),(27 46378.613),(28 47524.508),(29 48988.547),(30 47334.934),(31 51020.75),(32 51590.105),(33 52489.87),(34 53685.582),(35 54241.844),(36 55644.926),(37 56337.387),(38 57304.656),(39 58614.684),
(1 4850.189),(2 6815.293),(3 9161.408),(4 11694.365),(5 13491.944),(6 16165.693),(7 18157.031),(8 20303.49),(9 22810.254),(10 22018.982),(11 26504.203),(12 27694.623),(13 29223.713),(14 30972.516),(15 32036.346),(16 33941.273),(17 35174.32),(18 36578.35),(19 38327.27),(20 36884.008),(21 40952.04),(22 41795.652),(23 42979.805),(24 44381.8),(25 45127.68),(26 46725.39),(27 47677.023),(28 48802.95),(29 50289.746),(30 48654.3),(31 52446.402),(32 53056.99),(33 53998.902),(34 55150.664),(35 55677.426),(36 57035.902),(37 57726.477),(38 58602.344),(39 59841.836),
(1 4932.946),(2 6986.999),(3 9407.1455),(4 11926.97),(5 13837.032),(6 16456.725),(7 18527.715),(8 20671.926),(9 23153.875),(10 22329.264),(11 26850.62),(12 28040.715),(13 29569.986),(14 31244.078),(15 32334.965),(16 34128.39),(17 35384.5),(18 36726.785),(19 38397.543),(20 36899.4),(21 40933.62),(22 41746.223),(23 42875.066),(24 44146.734),(25 44881.707),(26 46327.934),(27 47254.84),(28 48288.508),(29 49660.203),(30 47921.613),(31 51620.527),(32 52179.625),(33 53073.047),(34 54156.08),(35 54701.215),(36 55934.32),(37 56677.49),(38 57543.824),(39 58710.234),
(1 5038.7695),(2 7193.97),(3 9726.638),(4 12375.362),(5 14360.156),(6 17110.852),(7 19277.906),(8 21513.205),(9 24087.564),(10 23338.209),(11 27971.725),(12 29254.684),(13 30888.041),(14 32672.299),(15 33830.457),(16 35772.504),(17 37159.707),(18 38598.016),(19 40392.125),(20 38985.89),(21 43169.85),(22 44095.207),(23 45341.09),(24 46741.594),(25 47560.484),(26 49129.09),(27 50150.47),(28 51249.965),(29 52685.867),(30 51006.082),(31 54794.76),(32 55422.746),(33 56382.824),(34 57488.39),(35 58028.11),(36 59308.715),(37 60046.91),(38 60886.01),(39 62059.715),
(1 5151.831),(2 7426.5073),(3 10065.417),(4 12745.911),(5 14821.536),(6 17603.393),(7 19857.1),(8 22113.996),(9 24679.566),(10 23920.115),(11 28606.463),(12 29923.31),(13 31581.223),(14 33338.88),(15 34528.656),(16 36426.688),(17 37816.45),(18 39208.55),(19 40919.074),(20 39440.24),(21 43607.59),(22 44498.707),(23 45733.563),(24 47045.363),(25 47825.14),(26 49301.207),(27 50312.246),(28 51339.594),(29 52700.016),(30 50965.42),(31 54750.105),(32 55364.234),(33 56303.305),(34 57363.504),(35 57909.44),(36 59169.586),(37 59934.887),(38 60755.742),(39 61886.13),
