1.5,2.5,3.5,4.5,5.5,6.5,7.5,8.5,9.5,10.5,11.5,12.5,13.5,14.5,15.5,16.5,17.5,18.5,19.5,20.5,21.5,22.5,23.5,24.5,25.5,26.5,27.5,28.5,29.5,30.5,31.5,32.5,33.5,34.5,35.5,36.5,37.5,38.5,39.5,40.5,41.5,42.5,43.5,44.5,45.5,46.5,47.5,48.5,49.5,50.5,51.5,52.5,53.5,54.5,55.5,56.5,57.5,58.5,59.5,60.5,61.5,62.5,63.5,64.5,65.5,66.5,67.5,68.5,69.5,70.5,71.5,72.5,73.5,74.5,75.5,76.5,77.5,78.5,79.5,80.5,81.5,82.5,83.5,84.5,85.5,86.5,87.5,88.5,89.5,90.5,91.5,92.5,93.5,94.5,95.5,96.5,97.5,98.5,99.5,100.5,101.5,102.5,103.5,104.5,105.5,106.5,107.5,108.5,109.5,110.5,111.5,112.5,113.5,114.5,115.5,116.5,117.5,118.5,119.5,120.5,121.5,122.5,123.5,124.5,125.5,126.5,127.5,128.5,129.5,130.5,131.5,132.5,133.5,134.5,135.5,136.5,137.5,138.5,139.5,140.5,141.5,142.5,143.5,144.5,145.5,146.5,147.5,148.5,149.5,150.5,151.5,152.5,153.5,154.5,155.5,156.5,157.5,158.5,159.5,160.5,161.5,162.5,163.5,164.5,165.5,166.5,167.5,168.5,169.5,170.5,171.5,172.5,173.5,174.5,175.5,176.5,177.5,178.5,179.5,180.5,181.5,182.5,183.5,184.5,185.5,186.5,187.5,188.5,189.5,190.5,191.5,192.5,193.5,194.5,195.5,196.5,197.5,198.5,199.5,200.5,201.5,202.5,203.5,204.5,205.5,206.5,207.5,208.5,209.5,210.5,211.5,212.5,213.5,214.5,215.5,216.5,217.5,218.5,219.5,220.5,221.5,222.5,223.5,224.5,225.5,226.5,227.5,228.5,229.5,230.5,231.5,232.5,233.5,234.5,235.5,236.5,237.5,238.5,239.5,240.5,241.5,242.5,243.5,244.5,245.5,246.5,247.5,248.5,249.5,250.5,251.5,252.5,253.5,254.5,255.5,256.5,257.5,258.5,259.5,260.5,261.5,262.5,263.5,264.5,265.5,266.5,267.5,268.5,269.5,270.5,271.5,272.5,273.5,274.5,275.5,276.5,277.5,278.5,279.5,280.5,281.5,282.5,283.5,284.5,285.5,286.5,287.5,288.5,289.5,290.5,291.5,292.5,293.5,294.5,295.5,296.5,297.5,298.5,299.5,300.5,301.5,302.5,303.5,304.5,305.5,306.5,307.5,308.5,309.5,310.5,311.5,312.5,313.5,314.5,315.5,316.5,317.5,318.5,319.5,320.5,321.5,322.5,323.5,324.5,325.5,326.5,327.5,328.5,329.5,330.5,331.5,332.5,333.5,334.5,335.5,336.5,337.5,338.5,339.5,340.5,341.5,342.5,343.5,344.5,345.5,346.5,347.5,348.5,349.5,350.5,351.5,352.5,353.5,354.5,355.5,356.5,357.5,358.5,359.5,360.5,361.5,362.5,363.5,364.5,365.5,366.5,367.5,368.5,369.5,370.5,371.5,372.5,373.5,374.5,375.5,376.5,377.5,378.5,379.5,380.5,381.5,382.5,383.5,384.5,385.5,386.5,387.5,388.5,389.5,390.5,391.5,392.5,393.5,394.5,395.5,396.5,397.5,398.5,399.5,400.5,401.5,402.5,403.5,404.5,405.5,406.5,407.5,408.5,409.5,410.5,411.5,412.5,413.5,414.5,415.5,416.5,417.5,418.5,419.5,420.5,421.5,422.5,423.5,424.5,425.5,426.5,427.5,428.5,429.5,430.5,431.5,432.5,433.5,434.5,435.5,436.5,437.5,438.5,439.5,440.5,441.5,442.5,443.5,444.5,445.5,446.5,447.5,448.5,449.5,450.5,451.5,452.5,453.5,454.5,455.5,456.5,457.5,458.5,459.5,460.5,461.5,462.5,463.5,464.5,465.5,466.5,467.5,468.5,469.5,470.5,471.5,472.5,473.5,474.5,475.5,476.5,477.5,478.5,479.5,480.5,481.5,482.5,483.5,484.5,485.5,486.5,487.5,488.5,489.5,490.5,491.5,492.5,493.5,494.5,495.5,496.5,497.5,498.5,499.5,
(1 41402.293),(2 87029.57),(3 118646.086),(4 141053.52),(5 156937.39),(6 169703.05),(7 176860.67),(8 182422.06),(9 188149.17),(10 194512.69),(11 201030.02),(12 208022.38),(13 214115.08),(14 219588.77),(15 226072.47),(16 229900.98),(17 232742.14),(18 234029.2),(19 235893.03),(20 239001.77),(21 243936.86),(22 249134.56),(23 251104.98),(24 250680.2),(25 253664.73),(26 254528.48),(27 254482.8),(28 253626.61),(29 253993.92),(30 251927.16),(31 246838.13),(32 245776.72),(33 244917.89),(34 245301.5),(35 242661.33),(36 239224.86),(37 237020.6),(38 236498.61),(39 237156.14),(40 237703.02),(41 232151.72),(42 228973.44),(43 228016.6),(44 227683.11),(45 227702.8),(46 228207.31),(47 232381.75),(48 237676.89),(49 241609.81),(50 242288.95),(51 243178.17),(52 245503.77),(53 247575.02),(54 251711.02),(55 255435.11),(56 254897.38),(57 251101.27),(58 250944.8),(59 252009.7),(60 254081.58),(61 254575.28),(62 254842.23),(63 257098.53),(64 258399.95),(65 258836.6),(66 260006.55),(67 261911.58),(68 261476.77),(69 260739.45),(70 261459.5),(71 263202.88),(72 265373.5),(73 266260.13),(74 268883.44),(75 267823.97),(76 266979.28),(77 264832.53),(78 266294.1),(79 267131.78),
(1 39406.777),(2 83792.99),(3 115762.25),(4 140139.61),(5 159159),(6 171413.84),(7 174445.31),(8 176727.48),(9 176176.52),(10 178568.5),(11 181641.66),(12 186314.14),(13 190832.97),(14 195746),(15 198721.23),(16 201200.47),(17 201259.58),(18 200130.22),(19 199996.81),(20 201003.58),(21 204606.97),(22 206203.61),(23 209267.7),(24 213601.39),(25 218787.2),(26 221013.63),(27 220045.78),(28 219791.72),(29 220187.86),(30 218429.06),(31 215828.44),(32 213941.92),(33 214176.36),(34 216002.05),(35 217484.31),(36 219026.2),(37 218990.28),(38 217148.81),(39 214273.45),(40 214509.72),(41 213045.58),(42 210547.36),(43 209586.6),(44 209026.58),(45 209653.28),(46 209265.42),(47 205891.9),(48 205217.7),(49 207435.05),(50 210406.89),(51 212099.55),(52 215373.4),(53 215889.53),(54 218918.38),(55 223467.42),(56 228421.56),(57 230798.66),(58 232468.67),(59 236180.9),(60 239477.53),(61 241328.5),(62 242613.53),(63 242675.84),(64 241852.16),(65 242358.77),(66 242939.56),(67 246181.55),(68 246361.31),(69 246750.64),(70 246787.69),(71 247725.92),(72 246536.75),(73 247140.88),(74 246627.1),(75 245236.47),(76 244320.02),(77 244915.17),(78 246350.17),(79 247833.58),
(1 37492.56),(2 78497.85),(3 108561.81),(4 132327.13),(5 148421.52),(6 158462.94),(7 164786.84),(8 168334.38),(9 170552.22),(10 174219.8),(11 179899.75),(12 189361.55),(13 197789.78),(14 202913.48),(15 203898.27),(16 204422.19),(17 203953.11),(18 202992.05),(19 202784.31),(20 201781.13),(21 204859.13),(22 207318.13),(23 208530.89),(24 210778.25),(25 213995.55),(26 216469.4),(27 217551.39),(28 217137.73),(29 214176.94),(30 213001.6),(31 210529.13),(32 209029.84),(33 209899.39),(34 210998.11),(35 215369.69),(36 217364.34),(37 220137.38),(38 223065.34),(39 223948.13),(40 224905.6),(41 222633.55),(42 221647.75),(43 222814.13),(44 223914),(45 223468.19),(46 224738.33),(47 226711.61),(48 228271.2),(49 230148),(50 229834.98),(51 228395.48),(52 226638.33),(53 226602.73),(54 228344.05),(55 229293.25),(56 229702.94),(57 230589.55),(58 232551.86),(59 233783.95),(60 234526.4),(61 234959.16),(62 235047.73),(63 232589.61),(64 228750.78),(65 228817.69),(66 233095.63),(67 236935.58),(68 239196.69),(69 239323.06),(70 240141.63),(71 238912.73),(72 236722.58),(73 238473.16),(74 239112.95),(75 238311.55),(76 240548),(77 241337.69),(78 241593.89),(79 241388.28),
(1 35314.363),(2 73977.266),(3 102336.766),(4 126642.41),(5 143534.72),(6 152750),(7 158426.98),(8 162099.36),(9 162585.5),(10 163663.88),(11 167079.3),(12 174725.02),(13 179934.22),(14 184385.94),(15 188453.95),(16 190678.92),(17 191240.08),(18 190835.88),(19 189435.84),(20 187410.98),(21 187508.02),(22 189502.84),(23 192671.86),(24 196140.92),(25 200380.47),(26 201127.53),(27 200452.02),(28 199342.78),(29 200367.1),(30 199222.5),(31 197674.9),(32 197842.63),(33 200188.56),(34 202279.47),(35 206182.2),(36 208792.92),(37 210738.44),(38 212752.5),(39 208750.08),(40 207311.92),(41 205393.88),(42 204229.88),(43 206066.58),(44 208266.81),(45 210646.56),(46 213163.39),(47 214447.66),(48 211943.67),(49 208908.44),(50 205247.78),(51 200813.94),(52 196515.92),(53 194656.4),(54 196210.67),(55 198825.73),(56 202455.6),(57 203946.95),(58 205250.64),(59 205929.58),(60 207840.33),(61 207321.61),(62 206123.3),(63 205194),(64 205082.67),(65 207071.64),(66 207111.17),(67 205773.66),(68 206421.78),(69 208046.75),(70 207554.53),(71 206786.95),(72 204438.5),(73 203546.53),(74 203001.58),(75 202970.83),(76 204502.25),(77 206450.5),(78 206929.42),(79 208154.22),
(1 35028.688),(2 73208.66),(3 98404.234),(4 118529.08),(5 131582),(6 140138.06),(7 146881.4),(8 149467.5),(9 151062.27),(10 155743.58),(11 161432.47),(12 170017.66),(13 176250.2),(14 179739.45),(15 179619.16),(16 180225.83),(17 182757.98),(18 183194.1),(19 180247.55),(20 179427.42),(21 181855.03),(22 183423.9),(23 184756.28),(24 188217.95),(25 189681.39),(26 189781.39),(27 189319.39),(28 188906.52),(29 187783.02),(30 185981.84),(31 185176.02),(32 185629.16),(33 188454.75),(34 191213.66),(35 192941.69),(36 193709.03),(37 193621.33),(38 192720.16),(39 190344.2),(40 189262.72),(41 186798.3),(42 186876.72),(43 189018.81),(44 191712.83),(45 192109.39),(46 193081.13),(47 195936.69),(48 196864.64),(49 194571.28),(50 193179.8),(51 192366.42),(52 191493.16),(53 191482.22),(54 191530.1),(55 193760.16),(56 194266.84),(57 195115.28),(58 194816.17),(59 195643.95),(60 194879.03),(61 193492.34),(62 193287.31),(63 193223.11),(64 192019.2),(65 190939.56),(66 191909.66),(67 193086.84),(68 193847.27),(69 195239.98),(70 195427.83),(71 195692.9),(72 197001.27),(73 196054.45),(74 198198.66),(75 198355.9),(76 199015.45),(77 198187.77),(78 197249.53),(79 197981.8),
(1 32691.635),(2 67372.055),(3 89568.91),(4 106656.97),(5 118573.375),(6 127285.125),(7 132567.84),(8 135312.97),(9 135930.55),(10 139744.67),(11 144843.14),(12 152542.77),(13 157392.88),(14 159754.64),(15 162786.1),(16 163657.44),(17 164410.06),(18 166279.06),(19 165752.64),(20 165528.56),(21 167486.16),(22 169214.39),(23 169856.44),(24 171224.28),(25 171580.8),(26 173704.53),(27 176718.7),(28 177941.83),(29 177157.84),(30 177387.94),(31 176597.22),(32 175026.75),(33 175223.9),(34 177644.78),(35 179661.3),(36 179822.03),(37 179771.78),(38 179625.73),(39 178419.22),(40 176109.81),(41 173335.13),(42 172682.81),(43 175239.8),(44 178073.52),(45 180014.33),(46 182626.13),(47 182673.8),(48 185101.53),(49 183913.3),(50 182881.84),(51 181356.27),(52 179738.44),(53 179224.8),(54 182152.45),(55 183518.45),(56 183413.73),(57 184289.38),(58 186227.11),(59 186375.72),(60 186038.55),(61 184684.81),(62 186075.47),(63 187581.39),(64 187427.02),(65 188298.78),(66 189717.39),(67 192217.08),(68 194763.27),(69 195182.06),(70 193484.1),(71 194694),(72 193741.53),(73 193067.08),(74 191312.39),(75 191211.58),(76 192192.44),(77 194012.22),(78 194390.17),(79 197322.94),
(1 32012.027),(2 65850.96),(3 89788.53),(4 107066.11),(5 117570.53),(6 123856.05),(7 127146.18),(8 130147.37),(9 130186.73),(10 133677.53),(11 137056.63),(12 143361.58),(13 147230.31),(14 151235),(15 153819.58),(16 153517.06),(17 151210.97),(18 150426.16),(19 148704.08),(20 147924.13),(21 150655.7),(22 152219.52),(23 153977.83),(24 157329.52),(25 160057.88),(26 163867.5),(27 167184.25),(28 168731.81),(29 169999.7),(30 171557.45),(31 173160.78),(32 172868.45),(33 174120.73),(34 175299.86),(35 176828.98),(36 177429.05),(37 179443.78),(38 179558.95),(39 178110.1),(40 178576.88),(41 178725.22),(42 178382.95),(43 178131.56),(44 178094.44),(45 178011.19),(46 177217.25),(47 176083.19),(48 176305.19),(49 174320.92),(50 175107.08),(51 174255.64),(52 173758.64),(53 173046.06),(54 173914.08),(55 176205.45),(56 177148.02),(57 176384.72),(58 177863.52),(59 177208.33),(60 175832.4),(61 175034.5),(62 176542.9),(63 176889.8),(64 177823.55),(65 177236.4),(66 175527.6),(67 176569.4),(68 176129.94),(69 176213.55),(70 177338.42),(71 177783.19),(72 178263.17),(73 177931.75),(74 178085.9),(75 177712.64),(76 177398.39),(77 179533.3),(78 180888.03),(79 182265.8),
(1 31919.955),(2 65803.055),(3 88143.64),(4 104968.445),(5 116082.92),(6 125048.79),(7 130711.01),(8 133637.45),(9 134409.88),(10 135048.39),(11 138718.61),(12 142547.81),(13 144572.3),(14 147089.9),(15 149393.11),(16 151993.84),(17 153516.77),(18 154045.42),(19 153754.23),(20 153652.95),(21 156225.64),(22 157864.45),(23 157784.06),(24 158880.88),(25 160820.38),(26 162523.7),(27 162633.28),(28 162109.64),(29 161500.69),(30 159695.2),(31 159053.56),(32 157704.94),(33 159066.81),(34 159336.81),(35 162157.55),(36 163511.27),(37 164288.84),(38 163567.75),(39 163993.98),(40 167805.5),(41 167124.55),(42 166097.86),(43 166737.42),(44 168318.42),(45 170869.69),(46 172496.2),(47 172834.98),(48 173137.98),(49 172508.3),(50 172015.55),(51 172786.1),(52 172103.98),(53 167739.55),(54 164645.69),(55 164725),(56 165123.16),(57 167196.34),(58 170144.83),(59 172124.34),(60 171912.22),(61 170377.66),(62 169055.58),(63 167694.38),(64 166957.72),(65 166977.53),(66 166377.88),(67 166458.84),(68 168903.45),(69 169910.66),(70 169559.42),(71 168681.36),(72 168711.53),(73 168798.72),(74 170315.95),(75 173200.17),(76 175609.8),(77 178475.2),(78 179480.8),(79 180278.25),
(1 28710.18),(2 58162.64),(3 79607.12),(4 94644.43),(5 103319.53),(6 108110.516),(7 111871.625),(8 115047.35),(9 115253.89),(10 117182.586),(11 121644.586),(12 126417.63),(13 130132.414),(14 131798.72),(15 134147.55),(16 134194.63),(17 135294.03),(18 136440.94),(19 135713.98),(20 134937.77),(21 135629.47),(22 137902.83),(23 139324.39),(24 140670.5),(25 142585.05),(26 144310.95),(27 145877),(28 146532.14),(29 146249.66),(30 144070.44),(31 142872.5),(32 140710.34),(33 141053.3),(34 141779.06),(35 144943.58),(36 143896.48),(37 143244.92),(38 142422.4),(39 141912.7),(40 142219.92),(41 138878.17),(42 136980.02),(43 137411.52),(44 138698.4),(45 139369.44),(46 142322.94),(47 144653.86),(48 146840.27),(49 146538.23),(50 146018.44),(51 144098.08),(52 142853.06),(53 143201.36),(54 144066.83),(55 146148.16),(56 148032.55),(57 147765.9),(58 146407.94),(59 147038.16),(60 147879.39),(61 148303.88),(62 147520.39),(63 148012.28),(64 148414.2),(65 149187.13),(66 150944.64),(67 151919.22),(68 154505.66),(69 155569.72),(70 157469.13),(71 158097.58),(72 157817.17),(73 157297.38),(74 158212.66),(75 158872.42),(76 159543.55),(77 161177.14),(78 161072.14),(79 162532),
(1 27820.246),(2 56292.098),(3 74585.34),(4 89143.77),(5 99236.24),(6 106259.01),(7 110530.414),(8 112102.27),(9 113580.77),(10 116375.45),(11 119471.23),(12 124516.766),(13 129027.65),(14 131665.47),(15 135555.1),(16 137578.83),(17 137077.17),(18 136155.4),(19 132831.16),(20 130358.55),(21 131380.53),(22 133500.73),(23 135647.81),(24 138736.72),(25 141056.69),(26 143997.03),(27 147056.39),(28 148262.42),(29 146916.52),(30 143994.94),(31 142108.6),(32 141553.4),(33 141251.58),(34 143160.38),(35 145968.39),(36 147577.84),(37 148982.1),(38 150999.69),(39 151921.3),(40 151243.72),(41 149921.83),(42 149020.8),(43 148887.1),(44 149741.97),(45 151073.58),(46 152968.45),(47 154820.42),(48 156156.17),(49 155177.75),(50 156610.81),(51 157265.69),(52 155663.14),(53 155262.9),(54 156034.1),(55 155837.8),(56 156627.47),(57 155369.1),(58 155808.81),(59 153558.23),(60 151693.63),(61 149606.33),(62 148646.84),(63 147308.86),(64 148253.47),(65 150016.55),(66 152309.16),(67 153381.05),(68 154353.4),(69 155261.9),(70 154072.47),(71 153443.06),(72 150681.56),(73 149818.98),(74 150445.88),(75 152148.52),(76 153807.19),(77 154818.97),(78 155198.61),(79 156559.34),
(1 27040.342),(2 54987.926),(3 71978.34),(4 85183.875),(5 94477.8),(6 102086.94),(7 106550.13),(8 108316),(9 109073.414),(10 112561.37),(11 116504.6),(12 121062.195),(13 124323.34),(14 126050.03),(15 127387.234),(16 130578.26),(17 131474.83),(18 132100.14),(19 131270.19),(20 129450.234),(21 129134.52),(22 130461.46),(23 131881.44),(24 133757.83),(25 135701.14),(26 138336.83),(27 140233.16),(28 140952.94),(29 139554.72),(30 138875.34),(31 137635.38),(32 136844.55),(33 136274.48),(34 136538.97),(35 137396.73),(36 137777.75),(37 137178.27),(38 136626.1),(39 135353.78),(40 135247.34),(41 135210.13),(42 133826.25),(43 131514.31),(44 129553.96),(45 129455.1),(46 131684.84),(47 133633.03),(48 135368.38),(49 135919.69),(50 137523.66),(51 138083.45),(52 137679.3),(53 138577.02),(54 138962.11),(55 138828.83),(56 138855.97),(57 140054.06),(58 141497.17),(59 141304.13),(60 143197.84),(61 142993.73),(62 141445.75),(63 140691.47),(64 139894.39),(65 140218.67),(66 140092.48),(67 141564.06),(68 140721.27),(69 140879.36),(70 141664.97),(71 140619.8),(72 139739.97),(73 140655.34),(74 142729.86),(75 145332.31),(76 145937.02),(77 146027.23),(78 146518.83),(79 147684.5),
(1 26135.344),(2 53238.313),(3 71835.77),(4 85836.25),(5 94188),(6 99666.87),(7 103632.47),(8 106927.61),(9 107706.66),(10 109508.53),(11 112404.25),(12 116398.914),(13 119566.6),(14 119944.195),(15 119922.46),(16 120248.28),(17 120185.625),(18 120631.02),(19 120652.016),(20 120295.22),(21 120972.07),(22 122406.6),(23 124424.77),(24 126343.414),(25 129051.65),(26 130876.21),(27 130746.86),(28 130069.086),(29 129454.09),(30 128633.72),(31 128419.41),(32 128003.67),(33 128854.07),(34 129239.586),(35 129913.266),(36 132822.25),(37 133550.5),(38 133463.64),(39 132126),(40 131883.31),(41 131498.61),(42 129418.41),(43 128592.914),(44 127931.73),(45 126839.24),(46 127711.07),(47 129744.945),(48 130465.555),(49 130493.086),(50 130526.92),(51 130377.39),(52 130351.33),(53 129881.82),(54 130074.72),(55 130295.99),(56 130575.24),(57 130399.484),(58 130491.65),(59 130661.516),(60 131513.88),(61 130722.39),(62 129493.04),(63 129134.07),(64 129392.82),(65 130340.305),(66 131366.11),(67 132488.61),(68 133843),(69 133977.88),(70 134007.92),(71 133996.75),(72 133560.84),(73 134132.98),(74 135148.48),(75 137045.73),(76 136507.89),(77 135176.52),(78 134804.13),(79 135512.25),
(1 24572.86),(2 49203.02),(3 65829.87),(4 79107.836),(5 86452.76),(6 90547.74),(7 93128.555),(8 95576.36),(9 96750.93),(10 99873.57),(11 102423.24),(12 106723.56),(13 109092.984),(14 110336.85),(15 110985.65),(16 111181.055),(17 111676.91),(18 112229.305),(19 111525.05),(20 111148.234),(21 112783.49),(22 114321.64),(23 115374.5),(24 116484.26),(25 118137.164),(26 120156.07),(27 122736.06),(28 124710.76),(29 126909.65),(30 127120.95),(31 125033.414),(32 123380.19),(33 123100.94),(34 122986.57),(35 123878.93),(36 124204.87),(37 123495.62),(38 123970.93),(39 124623.65),(40 124789.664),(41 124061.086),(42 123345.88),(43 122224.266),(44 123288.37),(45 123730.28),(46 126104.2),(47 127505.13),(48 127707.47),(49 127068.85),(50 127220.51),(51 126487.04),(52 126146.836),(53 126355.555),(54 127979.65),(55 129036.15),(56 129213.836),(57 128568.61),(58 129895.39),(59 129369.71),(60 128829.43),(61 127476.87),(62 127484.36),(63 128276.76),(64 128181.47),(65 127927.47),(66 128212.8),(67 129343.2),(68 129552.79),(69 129040.664),(70 127734.72),(71 127172.9),(72 126010.59),(73 126134.54),(74 126719.31),(75 128323.766),(76 129519.07),(77 131166.8),(78 131458.92),(79 131561.67),
(1 24098.39),(2 49166.61),(3 65304.14),(4 77980.96),(5 85704.055),(6 90420.266),(7 94141.445),(8 96406.65),(9 98008.51),(10 101294.516),(11 105451.234),(12 109468.57),(13 111146.85),(14 111905.27),(15 112201.83),(16 112392.164),(17 112097.11),(18 111890.66),(19 110945.21),(20 111299.62),(21 112377),(22 114662.82),(23 115056.44),(24 116060.54),(25 116863.945),(26 118604.88),(27 120157.055),(28 121411.42),(29 122390.2),(30 122232.31),(31 123348.63),(32 124153.99),(33 124585.16),(34 124285.47),(35 125144.38),(36 124213.57),(37 123340.79),(38 120944.89),(39 119842.87),(40 119308.13),(41 119632.87),(42 119952.99),(43 119576.71),(44 119728.71),(45 120241.06),(46 120950.445),(47 120588.914),(48 119251.22),(49 118708.98),(50 117909.74),(51 119253.13),(52 120345.39),(53 120018.266),(54 120366.44),(55 121934.125),(56 123078.945),(57 124381.66),(58 125002.32),(59 125192.72),(60 124949.8),(61 125163.055),(62 125231.02),(63 124235.79),(64 123927.29),(65 124333.484),(66 125909),(67 126469.69),(68 126712.57),(69 126926.72),(70 126311.91),(71 125188.33),(72 124926.664),(73 124842.625),(74 123853.79),(75 123815.914),(76 123545.77),(77 123221.61),(78 122980.32),(79 125277.695),
(1 22754.193),(2 45891.133),(3 62009.41),(4 74529.71),(5 82168.03),(6 87282.58),(7 91153.51),(8 94192.234),(9 95761.016),(10 96217.38),(11 98553.086),(12 101822.41),(13 103381.09),(14 105354.67),(15 105205.81),(16 105742.33),(17 105498.86),(18 103891.18),(19 103395.26),(20 104311.484),(21 106739.25),(22 109386.44),(23 110556.51),(24 110937.41),(25 112009.43),(26 111748.984),(27 113722.83),(28 114278.516),(29 114766.26),(30 115011.54),(31 114212.14),(32 113715.26),(33 115112.15),(34 114894.766),(35 114376.51),(36 114244.2),(37 114047.58),(38 114246.63),(39 114336.086),(40 112700.74),(41 112485.75),(42 112740.35),(43 111836.03),(44 111327.734),(45 110402.21),(46 111449.79),(47 112761.875),(48 113309.914),(49 113016.08),(50 113022.55),(51 112860.375),(52 111190.32),(53 110447.54),(54 110919.59),(55 110472.38),(56 111546.54),(57 112008.8),(58 113959.83),(59 115787.89),(60 114768.7),(61 115218.375),(62 114581.58),(63 114545.914),(64 114673.414),(65 115314.09),(66 116211.62),(67 117305.73),(68 118916.35),(69 119533.45),(70 119120.516),(71 118226.84),(72 117740.96),(73 118754.04),(74 118272.84),(75 118227.12),(76 119074.86),(77 118278.41),(78 118153.29),(79 117149.04),
(1 21789.62),(2 42663.344),(3 56650.387),(4 66855.664),(5 73334.76),(6 78141.695),(7 80725.65),(8 83319.56),(9 83986.73),(10 84433.125),(11 86919.47),(12 89433.81),(13 90508.47),(14 92103.27),(15 92876.18),(16 93514.29),(17 94143.984),(18 94833.76),(19 94704.2),(20 92956.37),(21 94711.16),(22 95822.06),(23 96930.1),(24 97998.23),(25 99196.195),(26 99138.1),(27 99458.06),(28 99980.22),(29 99644.71),(30 98784.2),(31 97329.375),(32 97143.1),(33 97856.78),(34 97885.19),(35 99965.734),(36 101835.06),(37 102494.04),(38 103076.98),(39 102027.44),(40 101804.59),(41 101567.945),(42 101597.414),(43 101648.16),(44 100468.48),(45 100373.945),(46 101391.43),(47 102363.484),(48 103406.29),(49 103142.6),(50 103221.875),(51 102788.555),(52 102483.05),(53 102203.85),(54 102002.12),(55 102836.41),(56 103656.26),(57 104031.05),(58 104880.01),(59 105725.12),(60 106126.48),(61 106173.266),(62 106431.984),(63 107049.2),(64 106551.49),(65 106359.12),(66 105882.1),(67 106660.45),(68 106924.98),(69 106968.984),(70 106715.086),(71 107650.99),(72 108680.74),(73 108934.805),(74 108785.44),(75 108172.73),(76 107822.66),(77 107972.734),(78 108136.82),(79 107365.51),
(1 21220.82),(2 42049.5),(3 55057.855),(4 65997.32),(5 72522.72),(6 77119.5),(7 79624.61),(8 80226.8),(9 80636.484),(10 81649.445),(11 83492.09),(12 86258.43),(13 88353.29),(14 89687.87),(15 91064.91),(16 92166.91),(17 91990.61),(18 92913.63),(19 93321.016),(20 92839.93),(21 93395.016),(22 94493.01),(23 95740.766),(24 96694.625),(25 98297.91),(26 98629.93),(27 99071.836),(28 98882.27),(29 99314.86),(30 98651.88),(31 97459.42),(32 97571.68),(33 98449.72),(34 98907.73),(35 100198.4),(36 101204.086),(37 100928.01),(38 102353.875),(39 102177.07),(40 102366.59),(41 101313.38),(42 101944.62),(43 102778.95),(44 102686.266),(45 104151.84),(46 105841.07),(47 105994.336),(48 105171.336),(49 104477.07),(50 103899.48),(51 103113.99),(52 103411.99),(53 103264.89),(54 104161.32),(55 105683.18),(56 106054.88),(57 105854.79),(58 105471.77),(59 103918.305),(60 102434.14),(61 101893.25),(62 102119.37),(63 102457.516),(64 100864.72),(65 99992.7),(66 99018.78),(67 98643.35),(68 99447.1),(69 100349.04),(70 100802.57),(71 101596.9),(72 100491.9),(73 101768.45),(74 102747.18),(75 103098.8),(76 104504.05),(77 105983.3),(78 106980.26),(79 107565.14),
(1 20509.742),(2 40222.633),(3 53446.43),(4 63571),(5 69548.914),(6 73746.27),(7 75526.31),(8 76819.49),(9 77115.734),(10 78213.82),(11 81124.34),(12 83830.51),(13 84996.76),(14 85310.08),(15 87109.555),(16 88568.81),(17 88162.53),(18 88910.61),(19 88467.33),(20 89251.44),(21 91554.555),(22 92648.414),(23 93211.945),(24 94088.02),(25 95424.875),(26 96333.13),(27 97308.484),(28 97265),(29 97067.69),(30 97236.81),(31 98586.94),(32 100434.164),(33 101564.94),(34 102482.31),(35 103213.95),(36 103547.61),(37 103126.95),(38 101984.35),(39 100472.445),(40 99102.78),(41 97811.914),(42 98245.37),(43 99287.62),(44 100271.87),(45 100690.414),(46 101917.055),(47 102489.625),(48 102719.734),(49 102117.94),(50 102083.53),(51 102558.11),(52 103356.29),(53 102951.945),(54 102483.45),(55 101850.18),(56 102678.51),(57 102806.48),(58 102948.53),(59 102337.01),(60 102070.734),(61 101796.18),(62 101151.08),(63 100784.26),(64 100895.766),(65 101062.445),(66 102162.586),(67 102557.555),(68 102204),(69 102039.73),(70 101644.18),(71 101716.42),(72 100243.52),(73 99030.62),(74 99043.125),(75 99657.67),(76 100573.69),(77 101859.61),(78 101870.836),(79 102695.47),
(1 19509.525),(2 38625.383),(3 51276.418),(4 60720.188),(5 66523.664),(6 70328.06),(7 72497.914),(8 74881.39),(9 75682.4),(10 77221.1),(11 80049.71),(12 82951.07),(13 85136.586),(14 86504.6),(15 88369.84),(16 89287.56),(17 89122.96),(18 89517.05),(19 88294.77),(20 86986.945),(21 87837.83),(22 89948.93),(23 91893.15),(24 92779.36),(25 93655.414),(26 94656.31),(27 94978.63),(28 94488.016),(29 94142.47),(30 93015.49),(31 92546.766),(32 91780.22),(33 91981.484),(34 92460.03),(35 94023.1),(36 95003.14),(37 95427.6),(38 95264.81),(39 93818.77),(40 92560.68),(41 93147.64),(42 93179.84),(43 93892.055),(44 94497.69),(45 94830.44),(46 96121.98),(47 97554.72),(48 97900.79),(49 97169.016),(50 97827.05),(51 97536.94),(52 97553.95),(53 97123.555),(54 97209.21),(55 97744.66),(56 96965.47),(57 96340.516),(58 96823.06),(59 96213.695),(60 95532.71),(61 94959.91),(62 93966.03),(63 93216.555),(64 91365.92),(65 90246.33),(66 90702.71),(67 92182.8),(68 93306.55),(69 95647.24),(70 97057.56),(71 97891.54),(72 98093.78),(73 98106.266),(74 98087.695),(75 97528.12),(76 97135.57),(77 97573.06),(78 97379.625),(79 97425.82),
(1 18745.842),(2 35955.008),(3 47611.94),(4 56155.668),(5 61957.67),(6 66167.05),(7 68152.92),(8 69432.33),(9 70642.445),(10 71884.57),(11 73617.08),(12 76004.12),(13 76537.5),(14 76499.89),(15 77011.47),(16 78022.89),(17 79008.875),(18 79589.875),(19 79230.234),(20 79223.47),(21 79548),(22 79851.3),(23 80298.37),(24 81299.125),(25 82595.74),(26 83180.836),(27 83716.62),(28 83576.914),(29 82899.61),(30 81958.76),(31 83204.6),(32 83976.664),(33 84427.02),(34 85104.7),(35 86805.96),(36 87541.52),(37 88352.97),(38 88649.07),(39 88216.55),(40 87248.836),(41 87046.58),(42 85594.9),(43 85224.734),(44 84920.24),(45 85637.62),(46 85990.55),(47 86637.08),(48 87452.82),(49 87931.09),(50 88649.29),(51 88520.29),(52 88964.67),(53 89007.49),(54 88726.97),(55 88157.83),(56 88058.51),(57 87656.37),(58 88839.09),(59 89126.086),(60 88683.37),(61 89225.23),(62 89570.35),(63 89809.234),(64 89394.92),(65 89392.82),(66 89639.62),(67 89317.164),(68 89468.195),(69 90159.95),(70 90205.27),(71 90592.26),(72 90662.5),(73 90328.78),(74 90193.27),(75 90048.336),(76 89359.945),(77 89118.484),(78 88761.45),(79 87899.22),
(1 18229.936),(2 35292.188),(3 46293.098),(4 55180.24),(5 60043.824),(6 63895.04),(7 66054.266),(8 67842.016),(9 68877.63),(10 69935.84),(11 72381.69),(12 74118.22),(13 75037.11),(14 74985.41),(15 75689.42),(16 76129.95),(17 76626.086),(18 77274.766),(19 77154.36),(20 76525.44),(21 77278.75),(22 76966.19),(23 76301.68),(24 76480.25),(25 77513.52),(26 78200.45),(27 78529.69),(28 79896.766),(29 80434.11),(30 80225.79),(31 80344.61),(32 81035.57),(33 81974.85),(34 82396.414),(35 82456.445),(36 81782.09),(37 81865.77),(38 82974.695),(39 83277.414),(40 81913.72),(41 81448.17),(42 80903.3),(43 80984.58),(44 81730.03),(45 82980.77),(46 83597.445),(47 83984.14),(48 84087.81),(49 83740.97),(50 82906.3),(51 83019.67),(52 83617.95),(53 82754.516),(54 82884.875),(55 84106.64),(56 84430.9),(57 85350.664),(58 87303.74),(59 88730.2),(60 89881.99),(61 90547.664),(62 88806.7),(63 87590.734),(64 87235.79),(65 87640.52),(66 87627.195),(67 87796.18),(68 87273.93),(69 86202.27),(70 85938.695),(71 85889.625),(72 85492.14),(73 85136.836),(74 85244.4),(75 85778.74),(76 85463.71),(77 86528.33),(78 87355.99),(79 86457.77),
